"","austen","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"3084","scaffing",0,0,0,0,0,0,0
"3085","scambling",0,0,0,0,0,0,0
"3086","scampish",0,0,0,0,0,0,0
"3087","scapegoat",0,0,0,0,0,0,0
"3088","scaramouch",0,0,0,0,0,0,0
"3089","scare",0,0,0,0,0,0,0
"3090","scart",0,0,0,0,0,0,0
"3091","scary",0,0,0,0,0,0,0
"3092","scatheful",0,0,0,0,0,0,0
"3093","scathing",0,0,0,0,0,0,0
"3094","scatterbrained",0,0,0,0,0,0,0
"3095","scaturient",0,0,0,0,0,0,0
"3096","sceneful",0,0,0,0,0,0,0
"3097","schemeful",0,0,0,0,0,0,0
"3098","schemy",0,0,0,0,0,0,0
"3099","schimistic",0,0,0,0,0,0,0
"3100","scholarly",0,0,0,0,0,0,0
"3101","scholastic",0,0,0,0,0,0,0
"3102","schoolable",0,0,0,0,0,0,0
"3103","schoolmasterish",0,0,0,0,0,0,0
"3104","schoolteachery",0,0,0,0,0,0,0
"3105","schopenhauerian",0,0,0,0,0,0,0
"3106","scient",0,0,0,0,0,0,0
"3107","scientistic",0,0,0,0,0,0,0
"3108","sciolous",0,0,0,0,0,0,0
"3109","scold",0,0,0,0,0,0,0
"3110","scopperil",0,0,0,0,0,0,0
"3111","scorny",0,0,0,0,0,0,0
"3112","scranny",0,0,0,0,0,0,0
"3113","scrappy",0,0,0,0,0,0,0
"3114","screamy",0,0,0,0,0,0,0
"3115","screechy",0,0,0,0,0,0,0
"3116","scribacious",0,0,0,0,0,0,0
"3117","scribblative",0,0,0,0,0,0,0
"3118","scrimpy",0,0,0,0,0,0,0
"3119","scripurist",0,0,0,0,0,0,0
"3120","scrutinous",0,0,0,0,0,0,0
"3121","searchful",0,0,0,0,0,0,0
"3122","searchless",0,0,0,0,0,0,0
"3123","secerning",0,0,0,0,0,0,0
"3124","secretar",0,0,0,0,0,0,0
"3125","secretfalse",0,0,0,0,0,0,0
"3126","secretive",0,0,0,0,0,0,0
"3127","sectarian",0,0,0,0,0,0,0
"3128","sectional",0,0,0,0,0,0,0
"3129","secular",0,0,0,0,0,0,0
"3130","secularist",0,0,0,0,0,0,0
"3131","sedentary",0,0,0,0,0,0,0
"3132","seditious",0,0,0,0,0,0,0
"3133","seer",0,0,0,0,0,0,0
"3134","segregative",0,0,0,0,0,0,0
"3135","seigniorial",0,0,0,0,0,0,0
"3136","selective",0,0,0,0,0,0,0
"3137","self-abandoned",0,0,0,0,0,0,0
"3138","self-abrasing",0,0,0,0,0,0,0
"3139","self-abhorring",0,0,0,0,0,0,0
"3140","self-absorbed",0,0,0,0,0,0,0
"3141","self-accusing",0,0,0,0,0,0,0
"3142","self-acting",0,0,0,0,0,0,0
"3143","self-admiration",0,0,0,0,0,0,0
"3144","self-admission",0,0,0,0,0,0,0
"3145","self-advertising",0,0,0,0,0,0,0
"3146","self-affected",0,0,0,0,0,0,0
"3147","self-affrighting",0,0,0,0,0,0,0
"3148","self-analyzing",0,0,0,0,0,0,0
"3149","self-applauding",0,0,0,0,0,0,0
"3150","self-approving",0,0,0,0,0,0,0
"3151","self-assertive",0,0,0,0,0,0,0
"3152","self-assured",0,0,0,0,0,0,0
"3153","self-benefiting",0,0,0,0,0,0,0
"3154","self-boasting",0,0,0,0,0,0,0
"3155","self-canting",0,0,0,0,0,0,0
"3156","self-centered",0,0,0,0,0,0,0
"3157","self-collected",0,0,0,0,0,0,0
"3158","self-commending",0,0,0,0,0,0,0
"3159","self-complacent",0,0,0,0,0,0,0
"3160","self-conceited",0,0,0,0,0,0,0
"3161","self-concentered",0,0,0,0,0,0,0
"3162","self-concerned",0,0,0,0,0,0,0
"3163","self-condemning",0,0,0,0,0,0,0
"3164","self-confident",0,0,0,0,0,0,0
"3165","self-confiding",0,0,0,0,0,0,0
"3166","self-conserving",0,0,0,0,0,0,0
"3167","self-contained",0,0,0,0,0,0,0
"3168","self-contemptuous",0,0,0,0,0,0,0
"3169","self-contented",0,0,0,0,0,0,0
"3170","self-controlled",0,0,0,0,0,0,0
"3171","self-convicting",0,0,0,0,0,0,0
"3172","self-correcting",0,0,0,0,0,0,0
"3173","self-critical",0,0,0,0,0,0,0
"3174","self-deceiving",0,0,0,0,0,0,0
"3175","self-defeating",0,0,0,0,0,0,0
"3176","self-defensive",0,0,0,0,0,0,0
"3177","self-degrading",0,0,0,0,0,0,0
"3178","self-deluding",0,0,0,0,0,0,0
"3179","self-dependent",0,0,0,0,0,0,0
"3180","self-depreciative",0,0,0,0,0,0,0
"3181","self-destroying",0,0,0,0,0,0,0
"3182","self-destructive",0,0,0,0,0,0,0
"3183","self-determining",0,0,0,0,0,0,0
"3184","self-devoted",0,0,0,0,0,0,0
"3185","self-devouring",0,0,0,0,0,0,0
"3186","self-directive",0,0,0,0,0,0,0
"3187","self-discriminating",0,0,0,0,0,0,0
"3188","self-disdainful",0,0,0,0,0,0,0
"3189","self-disparaging",0,0,0,0,0,0,0
"3190","self-displaying",0,0,0,0,0,0,0
"3191","self-dispraising",0,0,0,0,0,0,0
"3192","self-dissatisfied",0,0,0,0,0,0,0
"3193","self-dissecting",0,0,0,0,0,0,0
"3194","self-distinguishing",0,0,0,0,0,0,0
"3195","self-distrustful",0,0,0,0,0,0,0
"3196","self-effacing",0,0,0,0,0,0,0
"3197","self-endeared",0,0,0,0,0,0,0
"3198","self-enjoying",0,0,0,0,0,0,0
"3199","self-escaping",0,0,0,0,0,0,0
"3200","self-esteem",0,0,0,0,0,0,0
"3201","self-exalting",0,0,0,0,0,0,0
"3202","self-exclaiming",0,0,0,0,0,0,0
"3203","self-exciting",0,0,0,0,0,0,0
"3204","self-exculpating",0,0,0,0,0,0,0
"3205","self-excusing",0,0,0,0,0,0,0
"3206","self-exhibiting",0,0,0,0,0,0,0
"3207","self-explaining",0,0,0,0,0,0,0
"3208","self-exposing",0,0,0,0,0,0,0
"3209","self-expressive",0,0,0,0,0,0,0
"3210","self-flagellating",0,0,0,0,0,0,0
"3211","self-flattering",0,0,0,0,0,0,0
"3212","self-forgetful",0,0,0,0,0,0,0
"3213","self-gathered",0,0,0,0,0,0,0
"3214","self-gauging",0,0,0,0,0,0,0
"3215","self-glorifying",0,0,0,0,0,0,0
"3216","self-glorious",0,0,0,0,0,0,0
"3217","self-governing",0,0,0,0,0,0,0
"3218","self-gratulating",0,0,0,0,0,0,0
"3219","self-healing",0,0,0,0,0,0,0
"3220","self-helping",0,0,0,0,0,0,0
"3221","self-helpless",0,0,0,0,0,0,0
"3222","self-humiliating",0,0,0,0,0,0,0
"3223","self-idolizing",0,0,0,0,0,0,0
"3224","self-immolating",0,0,0,0,0,0,0
"3225","self-immuring",0,0,0,0,0,0,0
"3226","self-important",0,0,0,0,0,0,0
"3227","self-improving",0,0,0,0,0,0,0
"3228","self-indignant",0,0,0,0,0,0,0
"3229","self-indulgent",0,0,0,0,0,0,0
"3230","self-interested",0,0,0,0,0,0,0
"3231","self-interrogating",0,0,0,0,0,0,0
"3232","self-intoxicating",0,0,0,0,0,0,0
"3233","self-judging",0,0,0,0,0,0,0
"3234","self-justifying",0,0,0,0,0,0,0
"3235","self-knowing",0,0,0,0,0,0,0
"3236","selfless",0,0,0,0,0,0,0
"3237","self-limiting",0,0,0,0,0,0,0
"3238","self-loathing",0,0,0,0,0,0,0
"3239","self-loving",0,0,0,0,0,0,0
"3240","self-mastered",0,0,0,0,0,0,0
"3241","self-measured",0,0,0,0,0,0,0
"3242","self-moving",0,0,0,0,0,0,0
"3243","self-neglectful",0,0,0,0,0,0,0
"3244","self-nourishing",0,0,0,0,0,0,0
"3245","self-objectifying",0,0,0,0,0,0,0
"3246","self-observing",0,0,0,0,0,0,0
"3247","self-opinionated",0,0,0,0,0,0,0
"3248","self-pampering",0,0,0,0,0,0,0
"3249","self-partial",0,0,0,0,0,0,0
"3250","self-perceiving",0,0,0,0,0,0,0
"3251","self-pitying",0,0,0,0,0,0,0
"3252","self-pleasing",0,0,0,0,0,0,0
"3253","self-possessed",0,0,0,0,0,0,0
"3254","self-praising",0,0,0,0,0,0,0
"3255","self-preserving",0,0,0,0,0,0,0
"3256","self-pride",0,0,0,0,0,0,0
"3257","self-propelling",0,0,0,0,0,0,0
"3258","self-protecting",0,0,0,0,0,0,0
"3259","self-questioning",0,0,0,0,0,0,0
"3260","self-realising",0,0,0,0,0,0,0
"3261","self-refining",0,0,0,0,0,0,0
"3262","self-reflective",0,0,0,0,0,0,0
"3263","self-reforming",0,0,0,0,0,0,0
"3264","self-regarding",0,0,0,0,0,0,0
"3265","self-regulating",0,0,0,0,0,0,0
"3266","self-reliant",0,0,0,0,0,0,0
"3267","self-renouncing",0,0,0,0,0,0,0
"3268","self-repellent",0,0,0,0,0,0,0
"3269","self-repressing",0,0,0,0,0,0,0
"3270","self-reproachful",0,0,0,0,0,0,0
"3271","self-reproving",0,0,0,0,0,0,0
"3272","self-repugnant",0,0,0,0,0,0,0
"3273","self-repulsive",0,0,0,0,0,0,0
"3274","self-respectful",0,0,0,0,0,0,0
"3275","self-respecting ",0,0,0,0,0,0,0
"3276","self-restrained ",0,0,0,0,0,0,0
"3277","self-revealing",0,0,0,0,0,0,0
"3278","self-reverent",0,0,0,0,0,0,0
"3279","self-righteous",0,0,0,0,0,0,0
"3280","self-sacrificing",0,0,0,0,0,0,0
"3281","self-scornful",0,0,0,0,0,0,0
"3282","self-scrutiny",0,0,0,0,0,0,0
"3283","self-seeking",0,0,0,0,0,0,0
"3284","self-sufficient",0,0,0,0,0,0,0
"3285","self-sufficing",0,0,0,0,0,0,0
"3286","self-suggestion",0,0,0,0,0,0,0
"3287","self-surrendering",0,0,0,0,0,0,0
"3288","self-suspicious",0,0,0,0,0,0,0
"3289","self-sustaining",0,0,0,0,0,0,0
"3290","self-testing",0,0,0,0,0,0,0
"3291","self-thinking",0,0,0,0,0,0,0
"3292","self-tormenting",0,0,0,0,0,0,0
"3293","self-troubling",0,0,0,0,0,0,0
"3294","self-trust",0,0,0,0,0,0,0
"3295","self-uncertain",0,0,0,0,0,0,0
"3296","self-understanding",0,0,0,0,0,0,0
"3297","self-upbraiding",0,0,0,0,0,0,0
"3298","self-valuing",0,0,0,0,0,0,0
"3299","self-vulcanizing",0,0,0,0,0,0,0
"3300","self-worshipping",0,0,0,0,0,0,0
"3301","sely",0,0,0,0,0,0,0
"3302","semiarticulate",0,0,0,0,0,0,0
"3303","semidependent",0,0,0,0,0,0,0
"3304","semidetached",0,0,0,0,0,0,0
"3305","semidramatic",0,0,0,0,0,0,0
"3306","semiexecutive",0,0,0,0,0,0,0
"3307","semihumorous",0,0,0,0,0,0,0
"3308","semi-independent",0,0,0,0,0,0,0
"3309","semijudicial",0,0,0,0,0,0,0
"3310","semimystical",0,0,0,0,0,0,0
"3311","seminomadic",0,0,0,0,0,0,0
"3312","semipagan",0,0,0,0,0,0,0
"3313","semireligious",0,0,0,0,0,0,0
"3314","semisavage",0,0,0,0,0,0,0
"3315","semisentient",0,0,0,0,0,0,0
"3316","semiservile",0,0,0,0,0,0,0
"3317","semmit",0,0,0,0,0,0,0
"3318","sensal",0,0,0,0,0,0,0
"3319","sensual",0,0,0,0,0,0,0
"3320","sensuous",0,0,0,0,0,0,0
"3321","sententious",0,0,0,0,0,0,0
"3322","separative",0,0,0,0,0,0,0
"3323","sequacious",0,0,0,0,0,0,0
"3324","serene",0,0,0,0,0,0,0
"3325","serio-comic",0,0,0,0,0,0,0
"3326","servile",0,0,0,0,0,0,0
"3327","sesquipedal",0,0,0,0,0,0,0
"3328","sevendible",0,0,0,0,0,0,0
"3329","shakespearean",0,0,0,0,0,0,0
"3330","shame-proof",0,0,0,0,0,0,0
"3331","shan",0,0,0,0,0,0,0
"3332","sharp-witted",0,0,0,0,0,0,0
"3333","sheepish",0,0,0,0,0,0,0
"3334","sheepy",0,0,0,0,0,0,0
"3335","shepherdish",0,0,0,0,0,0,0
"3336","short-spoken",0,0,0,0,0,0,0
"3337","short-tempered",0,0,0,0,0,0,0
"3338","shoulderclapper",0,0,0,0,0,0,0
"3339","shoulderer",0,0,0,0,0,0,0
"3340","showman",0,0,0,0,0,0,0
"3341","show-off",0,0,0,0,0,0,0
"3342","shut-in",0,0,0,0,0,0,0
"3343","shuttle",0,0,0,0,0,0,0
"3344","shyish",0,0,0,0,0,0,0
"3345","shylock",0,0,0,0,0,0,0
"3346","sib",0,0,0,0,0,0,0
"3347","sicarious",0,0,0,0,0,0,0
"3348","sicker",0,0,0,0,0,0,0
"3349","sidesman",0,0,0,0,0,0,0
"3350","sidler",0,0,0,0,0,0,0
"3351","sigh-born",0,0,0,0,0,0,0
"3352","sighful",0,0,0,0,0,0,0
"3353","sightful",0,0,0,0,0,0,0
"3354","sighty",0,0,0,0,0,0,0
"3355","signless",0,0,0,0,0,0,0
"3356","silentious",0,0,0,0,0,0,0
"3357","simple-hearted",0,0,0,0,0,0,0
"3358","simple-minded",0,0,0,0,0,0,0
"3359","simular",0,0,0,0,0,0,0
"3360","simulatory",0,0,0,0,0,0,0
"3361","single-eyed",0,0,0,0,0,0,0
"3362","single-hearted",0,0,0,0,0,0,0
"3363","single-minded",0,0,0,0,0,0,0
"3364","skeigh",0,0,0,0,0,0,0
"3365","skeptical",0,0,0,0,0,0,0
"3366","skinchy",0,0,0,0,0,0,0
"3367","skinflint",0,0,0,0,0,0,0
"3368","skittish",0,0,0,0,0,0,0
"3369","slack",0,0,0,0,0,0,0
"3370","slacker",0,0,0,0,0,0,0
"3371","slammocky",0,0,0,0,0,0,0
"3372","slanderous",0,0,0,0,0,0,0
"3373","slangy",0,0,0,0,0,0,0
"3374","slape",0,0,0,0,0,0,0
"3375","slatternly",0,0,0,0,0,0,0
"3376","slattery",0,0,0,0,0,0,0
"3377","slaughterous",0,0,0,0,0,0,0
"3378","slavish",0,0,0,0,0,0,0
"3379","sleekit",0,0,0,0,0,0,0
"3380","skeeky",0,0,0,0,0,0,0
"3381","slinky",0,0,0,0,0,0,0
"3382","slipper",0,0,0,0,0,0,0
"3383","slipshod",0,0,0,0,0,0,0
"3384","slipslop",0,0,0,0,0,0,0
"3385","slithering",0,0,0,0,0,0,0
"3386","sliving",0,0,0,0,0,0,0
"3387","sloan",0,0,0,0,0,0,0
"3388","slobbery",0,0,0,0,0,0,0
"3389","sloppy",0,0,0,0,0,0,0
"3390","slothful",0,0,0,0,0,0,0
"3391","slouchy",0,0,0,0,0,0,0
"3392","slowish",0,0,0,0,0,0,0
"3393","slow-witted",0,0,0,0,0,0,0
"3394","slushy",0,0,0,0,0,0,0
"3395","smarty",0,0,0,0,0,0,0
"3396","smeller",0,0,0,0,0,0,0
"3397","smell-feast",0,0,0,0,0,0,0
"3398","smileful",0,0,0,0,0,0,0
"3399","smileless",0,0,0,0,0,0,0
"3400","smirk",0,0,0,0,0,0,0
"3401","smoothish",0,0,0,0,0,0,0
"3402","smooth-spoken",0,0,0,0,0,0,0
"3403","smooth-tongued",0,0,0,0,0,0,0
"3404","smug",0,0,0,0,0,0,0
"3405","smush",0,0,0,0,0,0,0
"3406","smutty",0,0,0,0,0,0,0
"3407","snack",0,0,0,0,0,0,0
"3408","snaggy",0,0,0,0,0,0,0
"3409","snappish",0,0,0,0,0,0,0
"3410","snappy",0,0,0,0,0,0,0
"3411","snatchy",0,0,0,0,0,0,0
"3412","sneaky",0,0,0,0,0,0,0
"3413","sneckdrawing",0,0,0,0,0,0,0
"3414","sneckdrawn",0,0,0,0,0,0,0
"3415","sneesty",0,0,0,0,0,0,0
"3416","snell",0,0,0,0,0,0,0
"3417","sniffy",0,0,0,0,0,0,0
"3418","snippety",0,0,0,0,0,0,0
"3419","snippy",0,0,0,0,0,0,0
"3420","snively",0,0,0,0,0,0,0
"3421","snobbish",0,0,0,0,0,0,0
"3422","snod",0,0,0,0,0,0,0
"3423","snoopy",0,0,0,0,0,0,0
"3424","snotty",0,0,0,0,0,0,0
"3425","sober-minded",0,0,0,0,0,0,0
"3426","socialistic",0,0,0,0,0,0,0
"3427","softish",0,0,0,0,0,0,0
"3428","softling",0,0,0,0,0,0,0
"3429","soft-spoken",0,0,0,0,0,0,0
"3430","soldierly",0,0,0,0,0,0,0
"3431","solemn ",0,0,0,0,0,0,0
"3432","soliloquacious",0,0,0,0,0,0,0
"3433","solomonic",0,0,0,0,0,0,0
"3434","solonic",0,0,0,0,0,0,0
"3435","solute",0,0,0,0,0,0,0
"3436","somber",0,0,0,0,0,0,0
"3437","sombrous",0,0,0,0,0,0,0
"3438","songful",0,0,0,0,0,0,0
"3439","songless",0,0,0,0,0,0,0
"3440","sonsy",0,0,0,0,0,0,0
"3441","soothfast",0,0,0,0,0,0,0
"3442","sophistic",0,0,0,0,0,0,0
"3443","sophrosyne",0,0,0,0,0,0,0
"3444","sottish",0,0,0,0,0,0,0
"3445","soulful",0,0,0,0,0,0,0
"3446","soulish",0,0,0,0,0,0,0
"3447","soundless",0,0,0,0,0,0,0
"3448","sourish",0,0,0,0,0,0,0
"3449","spack",0,0,0,0,0,0,0
"3450","spaeman",0,0,0,0,0,0,0
"3451","spasmodic",0,0,0,0,0,0,0
"3452","specific",0,0,0,0,0,0,0
"3453","spectant",0,0,0,0,0,0,0
"3454","spectator",0,0,0,0,0,0,0
"3455","speechful",0,0,0,0,0,0,0
"3456","spinsterly",0,0,0,0,0,0,0
"3457","spiritful",0,0,0,0,0,0,0
"3458","spiritistic",0,0,0,0,0,0,0
"3459","spiritous",0,0,0,0,0,0,0
"3460","spiritual",0,0,0,0,0,0,0
"3461","spiritualistic",0,0,0,0,0,0,0
"3462","spiritual-minded",0,0,0,0,0,0,0
"3463","spirituel",0,0,0,0,0,0,0
"3464","spirity",0,0,0,0,0,0,0
"3465","spiteful",0,0,0,0,0,0,0
"3466","spiteous",0,0,0,0,0,0,0
"3467","spleenless",0,0,0,0,0,0,0
"3468","spleeny",0,0,0,0,0,0,0
"3469","splenetic ",0,0,0,0,0,0,0
"3470","splenitive",0,0,0,0,0,0,0
"3471","splitter",0,0,0,0,0,0,0
"3472","splurgy",0,0,0,0,0,0,0
"3473","spoffish",0,0,0,0,0,0,0
"3474","spoiler ",0,0,0,0,0,0,0
"3475","spoony",0,0,0,0,0,0,0
"3476","sportless",0,0,0,0,0,0,0
"3477","sportsmanlike",0,0,0,0,0,0,0
"3478","sporty",0,0,0,0,0,0,0
"3479","sprack",0,0,0,0,0,0,0
"3480","sprig",0,0,0,0,0,0,0
"3481","sprightly",0,0,0,0,0,0,0
"3482","springe",0,0,0,0,0,0,0
"3483","spingless",0,0,0,0,0,0,0
"3484","springy",0,0,0,0,0,0,0
"3485","sproil",0,0,0,0,0,0,0
"3486","spruce",0,0,0,0,0,0,0
"3487","sprunny",0,0,0,0,0,0,0
"3488","sprunt",0,0,0,0,0,0,0
"3489","spry",0,0,0,0,0,0,0
"3490","spunkie",0,0,0,0,0,0,0
"3491","spunky",0,0,0,0,0,0,0
"3492","squeaky",0,0,0,0,0,0,0
"3493","squirely",0,0,0,0,0,0,0
"3494","staccato",0,0,0,0,0,0,0
"3495","stag",0,0,0,0,0,0,0
"3496","stagy",0,0,0,0,0,0,0
"3497","stalwart",0,0,0,0,0,0,0
"3498","staminal",0,0,0,0,0,0,0
"3499","stanch",0,0,0,0,0,0,0
"3500","stand-offish",0,0,0,0,0,0,0
"3501","standpatter",0,0,0,0,0,0,0
"3502","starch",0,0,0,0,0,0,0
"3503","starchless",0,0,0,0,0,0,0
"3504","starchy",0,0,0,0,0,0,0
"3505","startful",0,0,0,0,0,0,0
"3506","startish",0,0,0,0,0,0,0
"3507","statemonger",0,0,0,0,0,0,0
"3508","statistical",0,0,0,0,0,0,0
"3509","stay-at-home",0,0,0,0,0,0,0
"3510","stayless",0,0,0,0,0,0,0
"3511","stealthless",0,0,0,0,0,0,0
"3512","stealthy",0,0,0,0,0,0,0
"3513","steep-down",0,0,0,0,0,0,0
"3514","steepish",0,0,0,0,0,0,0
"3515","steer",0,0,0,0,0,0,0
"3516","steeve",0,0,0,0,0,0,0
"3517","stentorian",0,0,0,0,0,0,0
"3518","stepmotherly",0,0,0,0,0,0,0
"3519","stewardly",0,0,0,0,0,0,0
"3520","sticker",0,0,0,0,0,0,0
"3521","stiff",0,0,0,0,0,0,0
"3522","stiffish",0,0,0,0,0,0,0
"3523","stifler",0,0,0,0,0,0,0
"3524","still",0,0,0,0,0,0,0
"3525","stillish",0,0,0,0,0,0,0
"3526","stilly",0,0,0,0,0,0,0
"3527","stilted",0,0,0,0,0,0,0
"3528","stiltified",0,0,0,0,0,0,0
"3529","stinty",0,0,0,0,0,0,0
"3530","stith",0,0,0,0,0,0,0
"3531","stochastic",0,0,0,0,0,0,0
"3532","stoic",0,0,0,0,0,0,0
"3533","stolid",0,0,0,0,0,0,0
"3534","stomachful",0,0,0,0,0,0,0
"3535","stomachy",0,0,0,0,0,0,0
"3536","storier",0,0,0,0,0,0,0
"3537","stormless",0,0,0,0,0,0,0
"3538","straight-cut",0,0,0,0,0,0,0
"3539","straightish",0,0,0,0,0,0,0
"3540","straight-spoken",0,0,0,0,0,0,0
"3541","strait-laced",0,0,0,0,0,0,0
"3542","strategematic",0,0,0,0,0,0,0
"3543","strategist",0,0,0,0,0,0,0
"3544","strayer",0,0,0,0,0,0,0
"3545","streck",0,0,0,0,0,0,0
"3546","strengthful",0,0,0,0,0,0,0
"3547","strengthless",0,0,0,0,0,0,0
"3548","strenuous",0,0,0,0,0,0,0
"3549","strepent",0,0,0,0,0,0,0
"3550","strepitous",0,0,0,0,0,0,0
"3551","stressful",0,0,0,0,0,0,0
"3552","stressless",0,0,0,0,0,0,0
"3553","strong-handed",0,0,0,0,0,0,0
"3554","strongish",0,0,0,0,0,0,0
"3555","strong-minded",0,0,0,0,0,0,0
"3556","strounge",0,0,0,0,0,0,0
"3557","strunty",0,0,0,0,0,0,0
"3558","stultiloquent",0,0,0,0,0,0,0
"3559","stunkard",0,0,0,0,0,0,0
"3560","suant",0,0,0,0,0,0,0
"3561","suasive",0,0,0,0,0,0,0
"3562","suave",0,0,0,0,0,0,0
"3563","suavified",0,0,0,0,0,0,0
"3564","subjective",0,0,0,0,0,0,0
"3565","submissionist",0,0,0,0,0,0,0
"3566","subobtuse",0,0,0,0,0,0,0
"3567","subtle",0,0,0,0,0,0,0
"3568","subventitious",0,0,0,0,0,0,0
"3569","succinct ",0,0,0,0,0,0,0
"3570","suggestible",0,0,0,0,0,0,0
"3571","suggestive",0,0,0,0,0,0,0
"3572","suicidal",0,0,0,0,0,0,0
"3573","suist",0,0,0,0,0,0,0
"3574","sulky",0,0,0,0,0,0,0
"3575","sulphitic",0,0,0,0,0,0,0
"3576","sumphish",0,0,0,0,0,0,0
"3577","supe",0,0,0,0,0,0,0
"3578","superarrogant",0,0,0,0,0,0,0
"3579","superceremonious",0,0,0,0,0,0,0
"3580","supercomfortable",0,0,0,0,0,0,0
"3581","supercritical",0,0,0,0,0,0,0
"3582","supercurious",0,0,0,0,0,0,0
"3583","superdainty",0,0,0,0,0,0,0
"3584","superethical",0,0,0,0,0,0,0
"3585","superfinical",0,0,0,0,0,0,0
"3586","superindustrious",0,0,0,0,0,0,0
"3587","superingenious",0,0,0,0,0,0,0
"3588","superintellectual",0,0,0,0,0,0,0
"3589","superpolitic",0,0,0,0,0,0,0
"3590","superrational",0,0,0,0,0,0,0
"3591","supersensible",0,0,0,0,0,0,0
"3592","supersensitive",0,0,0,0,0,0,0
"3593","superspiritual",0,0,0,0,0,0,0
"3594","superstitious",0,0,0,0,0,0,0
"3595","supersubtle",0,0,0,0,0,0,0
"3596","supine",0,0,0,0,0,0,0
"3597","supple",0,0,0,0,0,0,0
"3598","suppressive",0,0,0,0,0,0,0
"3599","sure-footed",0,0,0,0,0,0,0
"3600","surly",0,0,0,0,0,0,0
"3601","surreptitious",0,0,0,0,0,0,0
"3602","surveillant ",0,0,0,0,0,0,0
"3603","susceptible",0,0,0,0,0,0,0
"3604","susceptor",0,0,0,0,0,0,0
"3605","suscipient",0,0,0,0,0,0,0
"3606","suspensive",0,0,0,0,0,0,0
"3607","sussy",0,0,0,0,0,0,0
"3608","sussying",0,0,0,0,0,0,0
"3609","swack",0,0,0,0,0,0,0
"3610","swagger",0,0,0,0,0,0,0
"3611","swainish",0,0,0,0,0,0,0
"3612","swashbuckling",0,0,0,0,0,0,0
"3613","sweatful",0,0,0,0,0,0,0
"3614","sweer",0,0,0,0,0,0,0
"3615","sweered",0,0,0,0,0,0,0
"3616","sweetish",0,0,0,0,0,0,0
"3617","swerveless",0,0,0,0,0,0,0
"3618","swickful",0,0,0,0,0,0,0
"3619","swifty",0,0,0,0,0,0,0
"3620","swipper",0,0,0,0,0,0,0
"3621","swith",0,0,0,0,0,0,0
"3622","sybaritic",0,0,0,0,0,0,0
"3623","sycophantic",0,0,0,0,0,0,0
"3624","sychophantish",0,0,0,0,0,0,0
"3625","symbolatrous",0,0,0,0,0,0,0
"3626","syncopist",0,0,0,0,0,0,0
"3627","syncretist",0,0,0,0,0,0,0
"3628","systematic",0,0,0,0,0,0,0
"3629","systemless",0,0,0,0,0,0,0
"3630","taciturn",0,0,0,0,0,0,0
"3631","taciturnist",0,0,0,0,0,0,0
"3632","tactful",0,0,0,0,0,0,0
"3633","tactical",0,0,0,0,0,0,0
"3634","tactile",0,0,0,0,0,0,0
"3635","tactless",0,0,0,0,0,0,0
"3636","taffety ",0,0,0,0,0,0,0
"3637","taistrel",0,0,0,0,0,0,0
"3638","taleful",0,0,0,0,0,0,0
"3639","talkative ",0,0,0,0,0,0,0
"3640","talkful",0,0,0,0,0,0,0
"3641","talky",0,0,0,0,0,0,0
"3642","tantivy",0,0,0,0,0,0,0
"3643","tapist",0,0,0,0,0,0,0
"3644","tardigrade",0,0,0,0,0,0,0
"3645","tardiloquent",0,0,0,0,0,0,0
"3646","tare",0,0,0,0,0,0,0
"3647","tarloch",0,0,0,0,0,0,0
"3648","tarquinish",0,0,0,0,0,0,0
"3649","tartar",0,0,0,0,0,0,0
"3650","tartish",0,0,0,0,0,0,0
"3651","tartufish",0,0,0,0,0,0,0
"3652","tasteless",0,0,0,0,0,0,0
"3653","tattletale",0,0,0,0,0,0,0
"3654","taut",0,0,0,0,0,0,0
"3655","tautological",0,0,0,0,0,0,0
"3656","teachable",0,0,0,0,0,0,0
"3657","teachless",0,0,0,0,0,0,0
"3658","tear-falling",0,0,0,0,0,0,0
"3659","tearful",0,0,0,0,0,0,0
"3660","tearmouth",0,0,0,0,0,0,0
"3661","teary",0,0,0,0,0,0,0
"3662","teasable",0,0,0,0,0,0,0
"3663","teaty",0,0,0,0,0,0,0
"3664","technical",0,0,0,0,0,0,0
"3665","techy",0,0,0,0,0,0,0
"3666","teethy",0,0,0,0,0,0,0
"3667","teetotaler",0,0,0,0,0,0,0
"3668","telegrammic",0,0,0,0,0,0,0
"3669","teleologist",0,0,0,0,0,0,0
"3670","telepathist",0,0,0,0,0,0,0
"3671","telestic",0,0,0,0,0,0,0
"3672","telltale",0,0,0,0,0,0,0
"3673","temerarious",0,0,0,0,0,0,0
"3674","temperamental",0,0,0,0,0,0,0
"3675","tempered",0,0,0,0,0,0,0
"3676","temperless",0,0,0,0,0,0,0
"3677","tempestuous",0,0,0,0,0,0,0
"3678","temptable",0,0,0,0,0,0,0
"3679","tendersome",0,0,0,0,0,0,0
"3680","tenebrific",0,0,0,0,0,0,0
"3681","tenebrous",0,0,0,0,0,0,0
"3682","tennysonian",0,0,0,0,0,0,0
"3683","tense",0,0,0,0,0,0,0
"3684","tensile",0,0,0,0,0,0,0
"3685","tentless",0,0,0,0,0,0,0
"3686","tenty",0,0,0,0,0,0,0
