"MR1";"MR2";"MR3";"MR4"
"#-happy";0.34041817117375;0.412777898044525;0.506767924029285;0.212509905592433
"genuine";0.465531477037381;0.184250691444103;0.0834050855627365;0.288622493794282
"graceful";0.325907529227489;0.485324930698444;0.378869509753338;0.161506622703177
"greatest";0.452947637022558;0.393139215388949;0.385461376926729;0.333805909799586
"happier";0.306362998302073;0.135110984778307;0.348521385543872;0.186315195115686
"happy";0.559194135126756;0.385387906965772;0.38958033055679;0.351032289759624
"harmless";0.375793831366394;0.204174905331109;0.0953317838940605;0.383341881048847
"holy";0.15128939922473;-0.0309860229553526;0.421043782538369;0.483969852361275
"honest";0.597109594625477;0.234751390751328;0.344746690695774;0.414008102139885
"humble";0.273060022069992;0.429297140623047;0.408865909513986;0.382308338067188
"independent";0.00274115614075659;0.341924727276474;0.41016717632981;0.0193142657669213
"individual";0.312939987771739;0.46552238137428;0.186639835996301;0.354988991019362
"influential";0.252627063689694;0.0115248066036024;0.384036266184423;0.24990007431838
"interesting";0.232324741192683;0.312710069158766;0.353246289584165;0.186327507288233
"legal";0.0446135230700256;0.435355151110373;0.0736993181355564;0.34647752360368
"liberal";0.135771947617511;0.234920847943405;0.108949862603729;0.607083826982298
"loose";-0.0103799524491898;0.679420548047828;-0.0734970280659958;0.321087296329835
"married";0.374118707159058;0.306442825998357;0.48658856346952;0.31113493209829
"mighty";0.0379516858813117;0.0890921979971122;0.458755715429601;0.422469533081127
"modest";0.628177945481934;0.222147640006313;0.0651476581278313;0.185369378676138
"moral";0.584266301402945;0.256924570628638;0.327876199293988;0.147181422697688
"mysterious";0.316843787650791;0.711238289741793;0.241935138515013;0.194254142088115
"natural";0.469332129364457;0.528831557584591;0.365246342336018;0.307520982406882
"neat";0.651007173503715;0.212266219625066;0.287489746499211;0.235795632207437
"official";0.345434497109557;0.312285532606323;0.50984260954511;0.200377828136372
"original";0.385864630184738;0.382526344191853;0.210290019279543;0.582378259919138
"passionate";0.0809308752101403;0.0887643387650232;0.144231762308181;0.505602617893287
"peaceful";0.419323583809578;-0.126351031733566;0.165230941562046;0.444453757902469
"pleasant";0.442420477123987;0.36883238366171;0.330956447660797;0.401596329430268
"polite";0.350096769501769;0.105370877854486;0.681753214663296;0.191807133204078
"popular";-0.0134236798858631;0.229110051015287;0.611404558532629;0.124865785600599
"powerful";0.272370673871483;0.222821198536678;0.197185788474301;0.593309213019262
"professional";0.114907892643385;0.564147755717671;0.238365907933451;0.124900452096015
"proud";0.452813642975613;0.425576769471588;0.452992135747886;0.237397865008958
"prudent";0.0418557901685848;0.437518690646776;-0.0135722876489382;0.369895847726766
"quiet";0.409069415665061;0.523343394245278;0.372365895473093;0.335914968470138
"reasonable";0.589909114159477;0.162295107479255;0.281816106629608;-0.0397811354731115
"responsible";0.233836407289783;0.193030046939106;0.698222806171414;0.179234877910076
"rich";0.49720623620535;0.272677191495019;0.470597403535717;0.325985369975681
"sacred";0.0594945591626073;0.366227834839658;0.165467494279259;0.39846863173521
"safe";0.49678644354794;0.49728063097393;0.171343420048213;0.269438222300046
"selfish";0.0590839214702767;-0.00698733063694628;0.138544486514875;0.393189986398076
"shocked";0.242636606042699;0.637604057782707;0.0982845066427692;-0.0705526718462916
"smart";0.602394706386359;0.115989010525158;-0.27864500712189;0.111858075119715
"social";0.359314308651839;0.442892458648496;0.112331287085856;0.281788157083119
"special";0.394330464281616;0.415757942516654;0.0636999996142111;0.305374399314645
"strong";0.491539580460738;0.381719658895073;0.39887675635178;0.185254986038898
"superior";0.440206303585518;0.195241922331818;0.257931724323858;0.577731519886861
"surprising";0.195471693096749;0.573237142443284;0.214237282731286;0.110277872129512
"thoughtful";0.301624242468925;0.495045910005694;0.314928768847119;-0.149108645486748
"uncertain";0.633233824462631;0.195612593548487;0.286259899252707;0.200958838515534
"weak";0.410501747104003;0.685421466056057;0.266270377350658;0.133483118835237
"wealthy";0.165045166557468;0.108567132132948;0.458889211744978;0.297182066507737
"welcome";0.264363903552311;0.447513734660875;0.0151061447612857;0.093910967629031
"wise";0.53001263856225;0.300410735439685;0.231080644338478;0.0991664007972499
"worth";0.530268308935618;0.521826683794837;0.0651285155441947;0.176848905122398
