"" "“if" "“what" "#-back" "#-care" "#-cease" "#-depend" "#-die" "#-discouraged" "#-follow" "#-get" "#-help" "#-kill" "#-look" "#-overflowed" "#-pitch" "#-please" "#-prisoners" "#-rage" "#-rise" "#-said" "#-servant" "#-set" "#-sign" "#-sold" "#-sufficient" "#-thirty" "#-wink" "#-without" "#-worthy" "abetted" "abridgment" "abroad" "accomplishing" "accordingly" "accustomed" "admirably" "ado" "advancement" "adventure" "afflicted" "affliction" "alight" "all”" "along" "amiss" "anticipated" "anything" "apparently" "appearing" "approach" "ardent" "argued" "arriving" "arrow”" "astern" "ate" "attending" "attention" "authority" "aware" "back" "backwards" "bags" "barbarities" "barque" "beak" "beard" "beasts" "become" "bed" "befell" "begun" "better”" "bidding" "blessings" "boat—and" "boatswain" "bodies" "booty" "both" "bountifully" "bows" "box" "breeze" "cake" "calendar" "calling" "cannot" "capable" "cape" "capitulate" "care" "cask" "casks" "casting" "castle" "cattle" "caution" "cease" "chamber" "cheered" "cheese" "chew" "citron" "city" "collection" "comforted" "commands" "companion" "company" "complied" "condition—to" "confirmed" "confound" "confused" "consternation" "contend" "contract" "conversing" "convulsions" "cooled" "cordial" "covered" "cried" "crossways" "crowd" "cruel" "customs" "death" "deepest" "deliverances" "depend" "devils" "dexterously" "die" "die”" "disappointment" "discourse" "distinguished" "distressed" "does" "dog" "domestics" "doubts" "dreamed" "dropped" "drove" "dub" "ducks" "dug" "duly" "durst" "dust" "eagerness" "earthquake" "easily" "echoes" "ecstasy" "eggs" "elopement" "encouraging" "enjoyed" "enrolled" "ensnared" "enterprising" "everywhere" "examined" "exceeding" "excellent" "exclamation" "executor" "extinct" "eye" "fairly" "falling" "fashion" "feasted" "few" "fifteen" "filling" "flaming" "follow" "forecast" "fortifying" "free" "fright" "fruit" "fulfil" "gallons" "gathered" "generalissimo" "get" "gold" "grapnel" "grasping" "growling" "growth" "guilty" "gunner’s" "hacking" "hail" "hallooing" "hand—for" "hang" "harden" "harm" "hazardous" "head" "headache" "hearing" "heavy" "help" "helpless" "hinder" "hints" "hooks" "housed" "how" "howling" "hull" "humble" "hundred" "hypocrite”" "imagined" "importunities" "impression" "improbable" "improved" "improvement" "increase" "inexpressible" "infinite" "inhumanity—nay" "injurious" "innocence" "inspired" "instead" "insulted" "intending" "interests" "invincible" "islands" "journals" "kill" "kindly" "kittens" "knocked" "laboriousness" "labours" "latter" "leagues" "lending" "lively" "lives" "lockers" "lodging" "look" "lower" "man’s" "manor" "market" "marks" "marksman" "materials" "me—this" "measures" "meditated" "memory" "merriment" "millions" "miraculously" "miser" "miserably" "misshapen" "misspent" "monastery" "monster" "moon" "mount" "multiplied" "narrow" "nation”" "nauseous" "nay" "needs" "nor" "oars’" "obey" "obstinacy" "occasions" "off" "offended" "oftener" "only" "opening" "openness" "our" "oven" "overladen" "owe" "own" "painstaking" "pardon" "parted" "passenger" "passionate" "pay" "payment" "penned" "perfection" "perplexity" "pitch" "piteous" "pity" "placed" "plan" "planter" "played" "please" "plucking" "pocket" "policy" "poor" "poverty" "prayers" "prepare" "pressure" "prevent" "price" "principal" "principles" "prisoners" "probable" "probably" "proceeded" "projects" "prompting" "properties" "pumps" "purchased" "purpose" "purpose—to" "rage" "reasonable" "reckoning" "recommended" "recrossing" "red" "refreshed" "regardless" "registered" "regular" "relating" "relief" "relief—so" "relieved" "repair" "repass" "returning" "riches" "ridge" "righteous" "rightly" "rise" "rum" "rushes" "safe—that" "sagacious" "said" "sat" "scuttle" "seek" "sensibly" "serious" "seriousness" "servant" "set" "shapes" "sheer" "shells" "shifting" "shipwrecked" "shoot" "shoots" "shore" "should" "sign" "since" "sink" "size" "skins" "slavery" "sleeves" "small—that" "sold" "solver" "spatterdashes" "spending" "spent" "spice" "spread" "sputter" "squab" "stark" "starving" "station" "staved" "staves" "staying" "stepped" "stewing" "stones" "stood" "struggle" "struggling" "sufferings" "sufficient" "surf" "surgeon" "swift" "swore" "tackle" "talons" "tears" "tempters" "testify" "that" "them" "themselves" "there—that" "thirty" "thy" "tides" "tongue" "tortoise" "trade" "trader" "trading" "traps" "truncheon" "twelve" "twofold" "undermost" "uninhabited" "unnatural" "upon—as" "uses" "valleys" "vermin" "vicious" "visibly" "visit" "walk" "warrant" "wealthy" "weapon" "weekly" "weighty" "why" "wife" "willing" "wine" "wire" "without" "witness" "wretched" "written" "years’" "wretches" "tile" "vestiges" "wrought" "withstood" "yelped"
"narrow" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0
"nation”" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 2 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
"nauseous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"nay" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 0 4 1 0 0 0 0 0 1 0 5 0 0 1 0 0 8 0 0 0 1 1 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 2 0 3 1 0 0 0 2 0 0 1 0 6 1 1 0 1 1 0 2 5 1 0 0 4 1 1 1 3 0 1 0 1 2 1 0 0 1 0 1 1 2 2 0 0 1 0 0 0 0 0 1 0 0 1 3 1 0 1 1 0 4 0 1 1 0 0 0 0 0 1 0 0 3 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 1 2 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 6 1 0 2 5 0 1 1 0 0 9 0 0 0 1 0 0 0 2 0 1 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 2 2 0 0 2 3 0 0 6 1 0 1 0 0 1 1 1 2 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 1 0 2 8 1 0 7 1 0 7 0 0 0 9 0 0 0 0 1 1 0 0 0 0 1 1 0 2 0 0 1 0 0 0 0 3 1 0 0 1 3 0 0 0 3 2 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 2 1 0 0 0 7 3 0 1 1 2 0 3 7 0 0 0 0 0 3 0 9 11 0 3 1 0 2 1 0 0 0 0 0 0 6 0 2 0 0 0 0 2 0 1 1 0 1 0 1 0 0 1 2 0 0 1 0 0 0 1 0 0 15 14 3 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 2 0 0 0 0 0 3 0 1 1 0 8 0 0 0 1 1 0 0 0 1 0
"needs" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 1 0 0 1 0 1 1 0 4 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 3 0 0 0 0 0 4 0 1 0 0 0 1 0 0 0 0 0 2 1 2 0 0 1 0 3 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 5 0 0 4 0 0 2 1 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 2 0 0 0 1 0 1 6 1 0 0 0 0 0 0 4 6 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 8 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 5 0 0 0 0 0 0 0 1 0 0
"nor" 1 2 0 4 1 1 0 0 1 3 0 2 1 0 0 0 0 0 1 1 1 2 0 1 0 0 1 1 0 0 1 13 0 6 1 1 0 0 1 1 4 0 0 16 1 0 19 1 1 2 1 1 1 0 0 4 1 0 1 0 24 0 2 0 1 1 0 10 7 2 1 3 0 0 1 1 0 3 0 21 1 0 1 2 2 0 2 9 1 1 0 11 2 1 2 8 2 4 1 1 1 1 1 0 1 0 1 2 4 8 0 1 0 1 6 3 0 1 1 0 0 1 6 5 0 2 1 1 11 0 2 3 1 0 8 1 2 5 2 2 3 8 1 1 4 3 1 1 1 3 0 5 0 3 3 8 0 1 2 1 3 3 0 0 1 2 1 5 3 1 0 1 5 4 6 1 0 11 4 1 1 2 1 0 2 6 2 1 2 2 0 28 2 1 0 0 0 1 0 3 0 0 1 2 1 1 1 20 1 2 6 14 0 1 2 0 1 40 2 0 2 15 1 4 1 5 1 0 3 3 2 5 1 0 0 1 3 1 1 0 0 5 1 10 0 1 2 1 1 5 7 0 1 6 2 2 20 4 3 0 1 2 0 0 1 3 1 1 1 0 3 0 0 0 0 1 0 1 1 1 1 1 1 3 1 0 1 1 1 3 35 0 3 24 3 0 26 1 0 1 26 1 0 2 0 1 1 1 1 1 1 3 0 1 5 0 1 0 3 1 2 1 12 1 1 0 1 3 1 3 2 4 5 1 0 1 1 1 1 0 12 1 2 1 3 0 1 0 3 1 0 0 2 5 1 2 0 1 3 2 1 0 1 3 4 0 0 1 27 10 0 5 4 6 1 3 33 2 1 0 1 3 6 0 35 48 5 8 6 1 1 1 0 1 2 0 0 1 11 1 6 1 0 1 2 5 3 0 0 5 0 1 14 1 2 1 8 0 1 1 0 0 1 7 0 0 55 48 10 0 2 0 0 1 2 4 2 1 1 1 10 0 0 2 0 1 0 1 1 1 0 1 2 2 0 3 0 1 8 2 7 1 0 36 0 2 0 0 6 0 0 0 1 1
"oars’" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"obey" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 1 0 0 1 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"obstinacy" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"occasions" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 4 0 0 0 0 0 0 0 0 1 0 0 2 0 4 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 6 0 0 0 0 0 0 1 3 1 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 1 0 0 1 1 2 0 0 0 0 3 1 0 0 0 0 0 0 0 0 1 0 0 0 4 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0 3 0 0 2 0 0 7 0 0 0 1 0 1 0 1 0 1 2 0 1 1 0 0 0 0 3 0 0 0 0 0 0 2 0 0 1 0 0 1 1 0 0 3 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 2 0 0 0 1 0 2 1 3 0 2 0 0 4 0 0 5 0 1 6 0 0 1 5 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 1 3 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 6 2 1 0 0 2 0 3 2 0 0 0 0 1 1 0 7 9 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 0 0 0 1 0 0 10 10 3 0 1 0 0 1 0 1 0 0 0 0 2 0 0 1 1 0 2 0 0 0 0 0 0 0 1 1 0 0 3 0 4 0 0 7 1 0 0 1 0 0 0 0 1 0
"off" 3 2 0 3 1 0 0 0 1 2 1 3 1 0 0 1 0 1 1 1 1 2 0 1 1 1 0 2 1 1 0 13 1 8 0 0 1 0 2 1 4 1 3 15 1 1 23 1 1 2 0 2 0 1 0 8 1 1 3 2 31 0 2 0 1 1 1 8 8 4 0 3 0 0 1 1 1 4 1 27 0 1 2 2 3 1 6 9 2 1 0 9 3 4 1 11 4 4 0 1 3 1 0 0 1 0 4 3 2 8 0 1 1 1 5 3 0 1 2 1 1 2 8 10 1 0 2 1 12 0 1 4 1 0 10 1 2 7 2 2 7 6 0 0 5 5 1 2 0 4 1 7 0 3 3 9 1 3 3 1 2 0 0 0 0 2 1 4 2 1 0 1 4 4 4 1 1 15 6 0 1 3 0 0 4 9 1 0 2 2 0 35 4 1 1 2 0 2 1 3 2 1 0 5 1 3 1 32 2 3 9 25 0 2 0 1 0 49 4 1 2 13 1 7 1 4 0 0 1 2 5 7 1 0 1 0 7 0 1 1 1 7 0 15 1 0 6 1 1 3 9 0 1 5 2 3 33 5 5 0 1 2 1 1 0 5 1 0 1 0 0 0 0 1 1 0 1 1 0 1 2 2 2 8 5 35 1 1 1 4 0 1 2 37 5 0 34 0 1 2 34 1 1 3 1 2 1 0 0 0 1 3 1 4 4 1 1 1 4 1 3 2 20 1 1 1 0 7 1 2 2 7 7 0 0 0 1 0 3 2 16 0 2 3 0 1 0 1 5 0 0 1 2 6 0 2 2 1 4 1 1 1 1 3 7 1 1 0 44 19 1 5 3 6 2 4 37 1 1 1 1 1 11 0 51 56 5 8 6 1 2 2 0 1 0 1 1 0 8 0 6 1 1 1 3 5 3 0 1 6 1 1 21 1 3 1 4 1 1 1 0 0 1 8 1 1 73 66 9 0 1 1 1 1 4 6 1 2 1 1 8 1 1 3 0 1 1 1 0 1 0 1 7 2 0 4 0 0 12 0 9 1 0 39 0 2 0 1 6 1 1 1 0 1
"offended" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
