"" "#-afraid" "#-agreeable" "#-angry" "#-beautiful" "#-capable" "#-cheerful" "#-difficult" "#-good" "#-happy" "#-little" "#-loud" "#-mean" "#-old" "#-pretty" "#-proud" "#-satisfied" "#-tired" "#-young" "abusive" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "aggravating" "agreeable" "alone" "amazing" "ambitious" "amusing" "angry" "anxious" "appealing" "argumentative" "arrogant" "artificial" "artistic" "ashamed" "attentive" "attractive" "average" "awake" "awful" "awkward" "bad" "bashful" "beautiful" "big" "bitter" "blind" "bold" "bored" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "casual" "certain" "charming" "cheap" "cheerful" "childish" "chubby" "clean" "clever" "clumsy" "cold" "comfortable" "comical" "compassionate" "competent" "complicated" "conceited" "concerned" "confident" "confused" "confusing" "conscientious" "considerate" "consistent" "cool" "corrupt" "courageous" "cranky" "crazy" "critical" "cruel" "curious" "dangerous" "daring" "decent" "defensive" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "dishonest" "disrespectful" "distinguished" "disturbed" "dominant" "dumb" "eager" "elderly" "embarrassed" "encouraged" "encouraging" "entertaining" "enthusiastic" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fascinating" "fat" "feminine" "fine" "firm" "foolish" "forgetful" "forgiving" "fortunate" "friendly" "furious" "generous" "gentle" "genuine" "gifted" "glad" "good" "graceful" "gracious" "grateful" "great" "greedy" "grumpy" "handsome" "happy" "hard" "harmless" "healthy" "helpful" "helpless" "honest" "hopeful" "humorous" "ignorant" "imaginative" "impatient" "important" "impressive" "inconsiderate" "independent" "inexperienced" "influential" "innocent" "insane" "intellectual" "interested" "interesting" "involved" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "logical" "lonely" "loud" "lovely" "loving" "loyal" "lucky" "masculine" "mature" "mean" "modest" "moody" "motherly" "natural" "neat" "needy" "negative" "neglected" "nervous" "nice" "obnoxious" "observant" "offensive" "old" "open" "ordinary" "original" "outspoken" "outstanding" "passionate" "pathetic" "patient" "peaceful" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "presentable" "pretty" "private" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "rebellious" "relaxed" "religious" "remarkable" "respectable" "respectful" "responsible" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "scared" "secure" "selfish" "sensible" "sensitive" "sentimental" "serious" "shallow" "short" "shy" "sincere" "skilled" "sleepy" "slender" "sloppy" "smart" "social" "spoiled" "stable" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tiny" "tired" "tough" "troubled" "trusted" "uncomfortable" "uneducated" "unemployed" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "violent" "warm" "weak" "well" "wise" "wonderful" "worthy" "young" "valuable" "youthful" "superstitious" "truthful" "wasteful" "talented"
"grateful" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 7 0 3 0 0 0 0 1 2 0 0 0 0 0 3 1 0 0 0 2 0 2 0 2 0 0 1 3 0 0 4 0 0 1 1 0 0 0 6 0 2 1 1 0 2 0 0 2 2 0 0 0 0 0 0 0 1 0 0 2 2 0 0 0 1 0 0 1 3 0 0 2 0 0 0 0 0 0 0 1 6 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 1 4 0 0 0 1 4 0 2 2 0 1 0 0 0 0 1 0 0 0 2 1 1 2 0 0 4 18 0 0 0 11 0 0 0 12 4 0 0 0 0 0 2 0 1 0 0 0 1 0 0 1 0 3 0 0 1 0 0 0 0 0 4 0 0 19 1 0 1 2 1 1 0 0 1 0 1 1 0 0 3 2 0 0 0 0 1 1 0 0 16 0 0 2 0 0 1 0 2 1 2 0 4 2 0 0 12 2 0 0 1 0 5 0 1 0 0 1 0 3 1 8 0 0 0 0 1 0 0 1 0 2 1 3 0 2 0 1 0 0 0 1 0 0 3 0 9 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 3 0 3 0 0 3 0 0 2 1 1 1 1 0 3 0 2 0 1 0 0 1 1 0 0 1 2 0 1 3 3 3 0 7 0 0 0 0 0 0
"great" 1 1 1 0 0 1 1 0 2 2 1 1 1 1 1 0 1 0 0 0 6 4 2 18 63 1 33 25 3 1 0 12 22 0 0 1 1 0 13 4 1 1 4 16 6 31 3 38 5 3 9 14 1 7 36 1 18 14 6 9 3 2 48 8 3 20 15 2 7 8 1 18 19 3 4 2 1 0 5 8 8 1 2 3 2 5 0 0 0 2 1 13 17 5 0 0 1 25 18 1 3 3 7 7 18 2 3 0 1 1 6 1 1 3 5 7 1 1 0 0 1 7 22 3 0 2 7 20 11 8 19 10 2 2 0 27 7 10 0 1 6 20 0 6 20 3 0 67 164 2 14 11 0 2 1 16 68 35 2 2 0 5 15 8 0 5 2 6 7 7 3 1 5 1 20 0 1 17 3 1 1 5 3 32 3 1 205 11 1 8 3 7 8 0 2 2 1 8 8 2 2 36 9 1 1 1 8 11 2 4 0 161 41 4 9 0 1 3 3 8 1 17 1 25 19 1 7 76 2 4 4 7 1 33 17 12 3 1 5 4 18 3 43 4 2 1 3 13 10 7 2 7 11 3 18 0 7 0 8 3 1 8 22 4 2 15 2 67 5 5 0 5 1 1 0 3 1 5 31 2 43 1 6 4 35 3 25 0 2 11 8 3 14 9 1 14 5 5 12 1 4 1 25 0 0 25 6 4 4 11 10 12 13 17 7 26 15 108 0 10 1 0 0 0
"greedy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0
"grumpy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"handsome" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 6 0 2 2 0 0 0 2 3 0 0 0 0 0 1 0 0 0 0 0 0 4 2 2 0 0 1 2 0 1 8 2 4 3 2 0 2 0 5 1 0 2 1 0 1 2 0 2 0 1 0 0 0 0 0 2 1 0 0 0 0 1 1 0 0 0 0 1 1 1 0 2 0 3 5 0 0 1 1 0 2 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 1 3 0 4 2 0 0 0 6 1 0 0 0 2 1 0 3 3 1 0 8 14 1 1 0 16 0 0 0 8 3 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 1 1 0 0 4 0 0 0 0 2 6 0 0 24 2 0 0 1 0 1 0 0 0 0 1 1 0 0 5 3 0 0 0 1 2 0 0 0 18 4 0 0 1 0 2 1 0 0 3 0 4 3 0 0 9 0 0 0 0 0 8 2 1 0 0 1 0 5 0 7 2 0 0 1 1 0 0 0 3 1 1 5 0 1 0 2 0 0 1 1 0 0 2 2 12 1 0 0 2 0 0 0 1 0 0 1 0 5 0 1 1 4 0 7 0 0 2 2 1 2 1 0 1 1 0 3 0 0 0 3 0 0 2 3 0 1 0 0 2 0 2 0 1 2 9 0 0 0 0 1 0
"happy" 0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 2 2 1 10 28 0 14 12 3 0 0 5 11 1 0 0 1 0 6 6 0 0 1 6 3 17 1 23 1 1 6 6 1 3 22 1 5 9 5 5 1 1 19 6 4 13 7 0 1 5 1 13 8 1 3 0 1 1 2 2 3 1 1 1 1 1 0 1 0 1 1 6 5 0 0 1 2 15 14 1 2 2 1 1 8 1 3 0 1 0 1 1 0 1 2 2 1 1 1 0 0 2 9 0 0 0 5 9 2 2 9 3 2 0 0 13 4 11 0 1 4 14 2 4 12 2 0 36 84 1 5 12 68 0 0 8 0 14 0 1 0 3 8 8 0 3 0 2 4 2 0 1 4 2 18 1 0 5 3 1 0 4 3 17 3 1 102 3 0 5 3 2 6 0 1 1 0 2 4 1 2 20 3 0 1 0 6 5 1 3 1 83 11 2 5 1 0 1 1 6 1 9 0 19 18 1 5 40 1 2 2 5 0 16 5 7 1 1 1 2 14 0 25 0 1 1 3 5 3 4 0 3 6 0 9 0 4 0 5 0 0 1 9 6 0 7 0 38 3 1 0 2 1 0 0 2 0 4 11 0 23 0 7 2 14 1 24 1 2 3 7 2 6 4 1 7 4 3 8 0 2 0 11 1 0 10 4 1 0 12 3 4 5 12 4 14 5 43 0 4 1 0 1 0
"hard" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 7 0 4 5 1 0 0 3 3 0 0 1 0 0 4 1 1 0 1 2 2 8 0 12 0 0 1 4 0 3 7 1 2 4 2 2 0 0 7 0 0 2 5 0 1 0 0 6 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 3 0 0 1 0 2 2 0 1 1 1 0 5 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 1 3 2 4 4 3 0 1 0 5 1 4 0 1 2 4 0 1 7 1 1 12 38 1 1 4 35 0 0 3 14 0 0 0 0 3 3 1 0 0 0 1 2 0 1 1 1 1 3 0 0 4 0 0 1 2 0 7 0 0 40 1 0 4 1 0 4 0 1 0 0 2 2 0 0 2 3 1 1 0 1 0 1 1 0 34 10 0 3 0 0 1 1 3 0 5 0 3 4 0 1 18 2 0 0 0 0 8 3 0 0 0 0 0 7 1 11 0 1 0 2 2 0 0 1 1 1 0 6 1 3 0 0 1 0 3 3 0 0 2 0 12 0 1 0 1 1 1 1 0 0 1 8 1 4 0 2 1 4 0 6 0 1 3 3 0 2 2 1 2 3 0 2 0 0 0 7 0 0 6 1 1 0 4 1 1 6 8 1 4 2 20 0 5 0 0 0 0
"harmless" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"healthy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 1 1 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0
"helpful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"helpless" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 2 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 2 0 0 0 1 2 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0 1 4 1 0 0 5 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 0 1 0 0 1 0 0 0 4 3 0 0 0 0 1 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 3 0 0 0 0 0 0
"honest" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 5 0 3 1 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 2 1 7 0 4 2 0 0 2 0 0 3 1 0 1 1 1 0 0 5 2 0 2 1 0 0 0 0 2 5 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 3 0 0 0 0 0 3 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 2 3 2 0 1 2 0 0 0 1 0 0 0 0 1 0 0 1 3 0 0 3 14 0 1 0 15 0 0 2 8 3 0 0 1 0 0 2 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 1 0 2 3 2 0 21 1 0 0 0 0 0 0 0 0 0 1 0 1 1 3 1 0 0 0 0 1 0 0 0 16 1 0 1 1 0 0 1 0 0 2 1 5 2 0 1 10 0 0 0 0 0 8 1 1 0 0 0 0 2 0 3 0 0 0 1 0 2 0 0 0 1 0 3 0 1 1 0 0 0 2 0 1 0 1 0 7 1 2 1 0 0 0 0 0 0 0 3 0 5 0 1 0 2 1 3 0 0 0 1 0 1 0 0 1 0 2 0 0 0 0 2 0 0 2 1 0 0 2 0 0 1 3 0 1 1 7 0 1 0 0 0 0
"hopeful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 5 0 2 1 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 1 1 3 0 2 0 1 1 0 0 0 1 0 2 3 0 0 0 0 1 0 0 3 2 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 0 0 0 1 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 3 0 0 0 0 1 0 0 0 0 0 3 0 0 1 1 0 3 11 0 1 2 8 0 0 0 8 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 2 0 0 1 0 0 0 0 0 2 1 0 11 0 0 0 0 0 0 0 0 1 0 1 0 0 1 2 0 1 0 1 1 0 0 0 0 12 4 1 0 0 0 0 0 0 0 1 0 4 2 0 0 3 0 1 0 0 0 2 0 0 1 0 0 0 1 0 4 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 7 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 1 1 2 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 3 0 0 1 0 0 0 0 2 0 0 1 0 1 1 4 0 0 0 0 0 0
"humorous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ignorant" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 3 0 1 0 0 0 1 0 0 3 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 1 0 0 0 0 2 0 1 0 0 1 0 0 0 2 0 0 5 5 0 0 1 5 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 8 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 1 0 0 6 1 1 0 0 0 0 0 0 0 0 0 1 3 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 2 2 0 1 0 0 0 0 0 2 1 0 1 0 3 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 2 1 0 0 0 1 1 0 1 2 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 2 0 2 1 0 0 3 0 2 0 0 0 0
"imaginative" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"impatient" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 4 0 1 0 0 0 2 0 0 4 0 1 0 1 0 0 0 3 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 1 0 0 3 7 0 1 0 6 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 1 0 0 2 0 1 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"important" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 2 0 1 0 0 0 0 2 0 2 1 1 0 0 0 3 0 0 1 1 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 1 0 0 0 3 0 0 0 1 0 0 0 0 0 0 2 2 1 1 0 1 2 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 2 0 0 2 9 0 0 0 7 0 0 0 4 2 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 8 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 11 1 1 4 0 0 0 0 0 1 0 0 1 2 0 0 3 0 0 1 3 0 0 1 1 0 0 1 0 1 1 2 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 3 1 0 0 0 6 0 1 0 0 0 0 0 0 0 0 2 2 3 0 0 1 2 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 3 0 1 1 4 0 2 0 0 0 0
