"" "#-afraid" "#-agreeable" "#-angry" "#-beautiful" "#-capable" "#-cheerful" "#-difficult" "#-good" "#-happy" "#-little" "#-loud" "#-mean" "#-old" "#-pretty" "#-proud" "#-satisfied" "#-tired" "#-young" "abusive" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "aggravating" "agreeable" "alone" "amazing" "ambitious" "amusing" "angry" "anxious" "appealing" "argumentative" "arrogant" "artificial" "artistic" "ashamed" "attentive" "attractive" "average" "awake" "awful" "awkward" "bad" "bashful" "beautiful" "big" "bitter" "blind" "bold" "bored" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "casual" "certain" "charming" "cheap" "cheerful" "childish" "chubby" "clean" "clever" "clumsy" "cold" "comfortable" "comical" "compassionate" "competent" "complicated" "conceited" "concerned" "confident" "confused" "confusing" "conscientious" "considerate" "consistent" "cool" "corrupt" "courageous" "cranky" "crazy" "critical" "cruel" "curious" "dangerous" "daring" "decent" "defensive" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "dishonest" "disrespectful" "distinguished" "disturbed" "dominant" "dumb" "eager" "elderly" "embarrassed" "encouraged" "encouraging" "entertaining" "enthusiastic" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fascinating" "fat" "feminine" "fine" "firm" "foolish" "forgetful" "forgiving" "fortunate" "friendly" "furious" "generous" "gentle" "genuine" "gifted" "glad" "good" "graceful" "gracious" "grateful" "great" "greedy" "grumpy" "handsome" "happy" "hard" "harmless" "healthy" "helpful" "helpless" "honest" "hopeful" "humorous" "ignorant" "imaginative" "impatient" "important" "impressive" "inconsiderate" "independent" "inexperienced" "influential" "innocent" "insane" "intellectual" "interested" "interesting" "involved" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "logical" "lonely" "loud" "lovely" "loving" "loyal" "lucky" "masculine" "mature" "mean" "modest" "moody" "motherly" "natural" "neat" "needy" "negative" "neglected" "nervous" "nice" "obnoxious" "observant" "offensive" "old" "open" "ordinary" "original" "outspoken" "outstanding" "passionate" "pathetic" "patient" "peaceful" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "presentable" "pretty" "private" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "rebellious" "relaxed" "religious" "remarkable" "respectable" "respectful" "responsible" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "scared" "secure" "selfish" "sensible" "sensitive" "sentimental" "serious" "shallow" "short" "shy" "sincere" "skilled" "sleepy" "slender" "sloppy" "smart" "social" "spoiled" "stable" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tiny" "tired" "tough" "troubled" "trusted" "uncomfortable" "uneducated" "unemployed" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "violent" "warm" "weak" "well" "wise" "wonderful" "worthy" "young" "valuable" "youthful" "superstitious" "truthful" "wasteful" "talented"
"critical" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"cruel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 6 2 5 3 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 1 8 0 7 2 3 1 0 0 1 2 0 2 2 0 2 0 0 2 1 0 3 3 0 0 1 0 3 5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 3 2 1 1 1 2 1 1 2 1 2 0 0 0 2 0 3 1 0 0 4 19 1 1 1 13 1 2 1 6 2 0 0 0 0 3 3 0 0 0 0 0 1 1 0 1 0 2 0 0 1 1 0 0 2 0 4 1 0 23 0 0 0 0 1 0 0 0 1 0 3 0 0 0 4 0 0 0 0 0 0 0 0 0 17 3 0 1 0 0 1 1 1 0 2 0 7 2 0 0 10 0 0 0 0 0 7 0 0 0 0 0 0 2 0 7 1 0 0 0 0 1 3 0 0 3 0 0 1 0 0 2 0 0 2 2 1 0 4 0 6 0 1 0 1 0 0 1 0 0 0 6 0 7 0 1 0 5 0 2 0 0 0 3 0 2 2 0 1 1 1 1 0 0 0 3 0 0 3 0 1 1 1 1 0 1 1 0 1 5 6 0 0 0 0 0 0
"curious" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 8 0 1 3 0 0 0 0 4 0 0 0 1 0 1 1 0 1 1 3 0 3 1 1 1 0 1 4 0 0 3 0 7 1 2 2 1 0 6 0 0 0 1 0 0 1 0 1 3 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 2 2 0 1 0 0 3 1 0 1 0 0 0 4 0 0 1 0 0 0 0 0 0 0 1 3 0 0 0 1 1 0 1 2 1 0 0 0 5 0 1 0 0 1 3 1 1 2 0 0 6 20 0 1 3 17 1 0 1 5 3 1 0 0 0 0 0 0 0 0 2 0 2 0 1 0 1 3 0 0 2 1 0 0 0 0 4 1 0 19 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 14 6 0 0 0 0 0 0 1 0 1 0 4 2 0 0 7 1 0 1 0 0 7 2 1 1 0 1 1 2 0 3 0 1 0 0 0 1 1 0 1 1 0 3 0 0 0 3 1 0 1 2 1 1 0 1 4 1 0 0 1 0 0 0 0 0 0 2 0 2 0 1 0 6 0 2 0 0 2 3 0 0 0 0 2 1 0 1 1 1 0 1 0 0 0 1 0 2 1 1 0 4 2 0 2 0 10 0 1 0 0 0 0
"dangerous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 6 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0
"daring" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"decent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 2 0 0 0 4 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 0 0 1 0 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 5 0 0 2 0 0 0 2 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 6 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 2 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 3 0 0 1 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 1 0 0
"defensive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0
"delighted" 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 3 10 0 7 1 0 1 0 0 3 0 0 0 1 0 0 2 0 0 1 1 0 6 2 5 0 0 1 2 0 1 4 0 2 2 4 2 0 0 10 2 0 5 2 0 0 2 0 3 2 1 0 1 1 1 2 0 2 0 1 0 0 0 0 1 0 2 0 1 2 0 0 0 0 0 4 0 0 2 0 4 2 0 0 0 0 0 1 0 0 1 2 1 1 0 1 0 0 2 4 2 0 0 1 5 1 1 2 1 0 0 0 5 1 0 0 0 1 3 0 1 3 1 0 10 27 0 3 0 25 0 0 3 15 2 0 0 0 1 3 1 0 2 1 0 1 0 1 0 0 0 2 0 0 0 2 0 1 1 0 1 1 0 32 2 0 0 0 0 2 0 0 1 0 2 1 0 0 8 3 0 0 1 2 2 1 1 0 29 12 1 1 0 0 0 0 1 1 2 0 7 4 0 1 8 0 2 0 3 1 5 3 2 2 0 0 0 4 0 3 0 0 1 1 5 3 0 0 2 1 1 4 0 2 0 4 1 0 2 2 4 1 4 0 13 2 0 0 1 0 1 0 1 0 0 2 0 2 0 2 1 4 0 8 0 1 1 1 0 4 1 0 2 1 1 2 0 0 0 7 0 0 2 3 0 0 2 0 4 2 6 2 4 1 11 0 3 0 0 0 0
"delightful" 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 2 0 3 7 0 9 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 1 0 4 1 7 1 0 1 0 1 0 6 2 3 2 0 2 1 0 2 4 1 3 2 0 1 0 1 2 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 2 2 0 0 0 1 4 0 0 0 1 0 0 2 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 2 2 1 1 3 3 2 0 0 3 0 3 0 0 1 2 0 1 1 0 1 15 23 2 2 0 18 0 0 5 14 2 0 1 0 0 4 0 0 0 0 0 0 0 1 2 1 0 3 0 0 2 1 1 1 2 2 4 0 0 26 0 0 1 0 1 1 0 1 0 0 0 0 0 0 8 0 0 0 0 0 2 0 1 0 22 3 0 0 0 0 3 0 1 0 5 0 8 5 0 1 8 0 0 0 1 0 4 3 2 1 0 0 0 4 0 3 2 0 0 1 0 1 1 0 1 2 2 2 0 1 0 2 1 1 3 3 2 0 4 0 6 2 0 0 1 0 0 0 0 0 1 2 0 3 0 1 0 4 0 6 0 0 0 0 1 0 2 0 0 1 0 3 0 0 0 0 0 0 1 3 0 1 2 0 0 2 6 1 4 0 15 0 1 0 0 1 0
"dependent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"depressed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 1 0 0 0 0 0 3 0 0 0 1 3 0 0 0 2 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 3 0 0 0 3 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 2 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0
"desirable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 2 4 0 0 0 3 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 1 3 0 2 0 0 0 0
"determined" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 2 5 0 0 0 7 0 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 2 0 3 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 2 1 0 0 0 0 1 0 2 1 0 1 3 0 0 0 0 0 0
"devoted" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 0 3 0 1 0 0 0 3 0 0 0 0 0 0 1 0 0 0 1 0 2 1 3 0 0 0 0 0 0 2 0 3 0 0 0 0 0 2 1 0 0 0 0 0 1 0 2 1 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0 4 0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 1 0 0 0 0 1 0 1 1 0 0 0 0 4 0 0 1 0 0 2 0 1 2 0 0 3 8 0 1 1 7 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 12 1 0 1 0 0 0 0 0 0 0 1 0 1 0 3 1 0 0 0 0 1 1 0 0 9 2 1 0 0 0 1 0 0 0 1 0 2 1 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 1 1 2 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 1 0 3 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 1 3 1 2 2 3 0 0 0 0 0 0
"difficult" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 10 0 6 7 0 0 0 2 4 0 0 0 0 0 0 1 1 0 0 2 0 8 1 7 0 0 1 2 0 1 5 0 2 1 0 1 0 0 4 1 1 2 2 0 2 0 0 1 4 0 2 0 1 0 1 0 2 0 0 3 0 0 0 0 0 0 0 1 1 0 1 1 0 2 2 0 0 0 0 4 0 0 0 0 0 0 1 0 0 2 0 2 1 0 1 0 0 1 0 0 0 0 1 2 0 1 2 0 1 0 1 6 1 1 0 1 1 2 0 0 4 2 0 7 21 0 1 6 18 0 0 2 8 5 0 0 0 0 0 3 0 1 0 1 2 1 0 2 1 0 2 0 0 3 2 0 0 0 0 3 0 0 25 1 0 1 0 0 0 0 1 0 0 0 1 0 0 3 1 1 0 0 0 0 0 0 0 25 2 1 0 0 1 1 0 0 1 1 0 6 1 0 2 15 0 0 1 2 0 1 4 4 0 0 0 0 4 3 6 0 0 0 0 1 2 1 0 3 1 1 2 0 2 0 0 1 0 1 4 0 1 4 0 9 1 2 0 0 0 0 0 0 0 0 5 0 1 0 0 1 2 0 5 0 0 1 0 0 1 0 0 3 2 0 1 0 1 0 0 0 0 2 1 0 0 0 2 1 2 3 1 4 1 12 0 0 0 0 0 0
"direct" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 2 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"disappointed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 4 4 0 0 0 3 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 4 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 2 3 0 0 0 0 0 0
"disgusting" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
