"#-agreeable" "#-bright" "#-certain" "#-comfortable" "#-dangerous" "#-direct" "#-expressive" "#-good" "#-handsome" "#-little" "#-open" "#-patient" "#-polite" "#-poor" "#-sleepy" "#-sweet" "#-young" "#-youthful" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "aggressive" "agreeable" "alert" "alone" "amazing" "ambitious" "angry" "anxious" "argumentative" "arrogant" "artificial" "ashamed" "athletic" "attentive" "attractive" "awake" "awful" "awkward" "bad" "bashful" "beautiful" "big" "bitter" "blind" "bold" "bored" "brave" "bright" "brilliant" "businesslike" "busy" "calm" "capable" "careful" "careless" "casual" "cautious" "certain" "charming" "cheap" "cheerful" "childish" "chubby" "clean" "clever" "clumsy" "cold" "comfortable" "compassionate" "compatible" "competent" "complicated" "concerned" "confident" "confused" "confusing" "conscientious" "considerate" "consistent" "cool" "courageous" "courteous" "cranky" "crazy" "critical" "cruel" "curious" "dangerous" "decent" "defensive" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disabled" "disappointed" "dishonest" "distinguished" "disturbed" "dominant" "dumb" "eager" "elderly" "embarrassed" "encouraging" "energetic" "enthusiastic" "evil" "excellent" "excited" "exhausted" "experienced" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fascinating" "fat" "feminine" "fine" "firm" "flexible" "foolish" "forgetful" "fortunate" "forward" "friendly" "furious" "generous" "gentle" "genuine" "glad" "good" "gorgeous" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "healthy" "heartbroken" "helpless" "homeless" "honest" "hopeful" "hostile" "humorous" "ignorant" "impatient" "important" "impressive" "impulsive" "indecisive" "independent" "inexperienced" "influential" "innocent" "insulting" "intellectual" "intelligent" "interested" "interesting" "irritable" "irritated" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "logical" "lonely" "lonesome" "loud" "lovely" "loving" "lucky" "mature" "mean" "modest" "moody" "motherly" "muscular" "natural" "neat" "negative" "neglected" "nervous" "nice" "noisy" "normal" "obnoxious" "observant" "offensive" "old" "open" "ordinary" "original" "passionate" "pathetic" "patient" "peaceful" "persuasive" "plain" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "presentable" "pretty" "private" "professional" "prominent" "prompt" "proper" "prosperous" "protective" "proud" "punctual" "quiet" "reasonable" "rebellious" "reckless" "relaxed" "reliable" "religious" "remarkable" "respectable" "respected" "respectful" "responsible" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "scared" "secure" "selfish" "sensible" "sensitive" "sentimental" "serious" "short" "shy" "sincere" "skinny" "sleepy" "slender" "slim" "smart" "sociable" "social" "spoiled" "spontaneous" "stable" "straightforward" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tiny" "tired" "tolerant" "tough" "troubled" "trustworthy" "uncomfortable" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "weak" "wealthy" "well" "wise" "wonderful" "worthy" "young" "youthful" "playful"
"interested" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 3 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 0 0 2 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 2 0 2 0 1 3 7 0 3 0 0 10 0 0 4 0 1 0 0 0 0 2 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 3 0 0 9 1 0 0 0 0 0 0 0 0 1 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 7 3 1 1 0 0 0 0 0 3 1 0 0 0 3 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 6 1 0 0 0 0 0 2 0 0 0 0 0 1 1 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 3 1 0 0 1 2 0 1 0 0 0 6 0 0
"interesting" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 2 0 2 1 1 0 0 1 0 1 1 0 1 1 0 3 0 1 0 1 0 3 0 0 2 1 0 3 0 1 0 0 0 0 3 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 2 1 1 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 5 10 1 0 0 1 7 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 2 0 3 0 0 10 1 0 2 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 4 2 0 1 0 0 0 0 0 1 2 1 1 0 2 0 0 0 0 0 4 1 0 0 0 0 0 0 4 0 1 1 0 0 0 0 0 2 2 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 1 0 0 3 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 1 0 0 0 1 0 2 1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 2 0 1 1 0 1 0 0 0 1 1 5 0 0
"irritable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"irritated" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"jealous" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 3 0 0 1 0 0 0 1 0 0 0 0 3 1 1 3 0 3 0 1 0 2 0 0 2 0 0 1 0 1 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 2 1 1 0 0 1 0 1 0 0 1 0 0 0 0 1 2 1 1 2 10 1 0 0 0 9 0 2 1 2 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 2 0 0 0 0 0 0 0 8 0 0 1 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 13 1 0 2 1 0 0 0 0 1 1 1 0 0 6 0 0 2 0 0 0 1 0 0 0 1 0 0 6 1 2 0 0 0 0 0 0 1 1 0 0 0 3 0 0 2 0 0 1 0 2 0 1 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 0 2 0 0 0 1 0 1 1 0 1 0 0 1 0 2 0 1 2 2 0 1 1 1 0 1 1 1 0 0 0 0 0 8 2 0
"joyful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 2 1 0 0 0 0 0 1 0 1 0 0 0 5 1 1 1 0 6 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 4 1 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 1 0 1 1 0 1 0 0 1 3 1 0
"kind" 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 3 0 2 0 3 10 0 3 0 6 1 2 1 3 0 0 0 1 0 1 0 1 3 0 3 0 9 1 0 5 2 0 3 11 0 0 3 2 1 3 1 1 0 6 3 2 4 3 0 1 0 0 6 4 1 0 0 1 0 0 2 0 0 1 0 0 0 1 0 0 0 4 6 0 0 0 7 0 0 2 1 1 1 1 0 1 0 0 1 0 0 2 1 2 1 0 1 0 0 1 0 0 0 1 7 5 3 1 1 1 0 0 2 0 0 1 1 2 0 3 0 1 7 4 19 30 0 2 4 4 33 0 3 20 7 3 0 0 0 0 6 2 1 0 0 2 0 2 0 0 1 0 0 11 0 1 0 3 3 1 0 0 0 0 1 1 45 3 0 6 0 3 4 1 1 0 0 4 0 2 0 11 1 0 0 0 2 0 0 0 1 0 29 10 0 3 1 0 2 0 0 7 2 0 1 3 20 1 0 2 0 1 8 5 0 0 0 1 0 0 9 0 6 1 0 1 0 0 0 5 4 0 0 0 3 1 2 3 0 6 0 2 1 0 2 3 0 0 2 12 1 1 0 0 0 0 3 0 2 0 0 1 1 8 0 9 0 0 0 5 1 12 0 0 3 5 0 2 1 1 6 1 1 4 1 1 2 0 1 2 0 0 3 3 0 1 6 8 0 6 2 0 5 22 3 0
"lazy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"liberal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 3 0 0 1 2 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 3 0 0
"little" 1 1 1 1 1 1 0 2 1 0 1 1 1 1 1 0 1 1 6 6 7 4 14 60 1 18 1 54 3 8 19 22 1 2 10 7 1 6 1 14 21 4 32 1 55 8 9 20 22 1 8 56 7 1 29 17 9 9 7 1 5 52 17 4 21 16 3 11 5 1 54 15 2 1 0 1 0 4 11 1 1 5 2 9 2 2 1 1 1 13 20 5 2 1 20 8 3 5 5 7 11 17 4 1 4 1 10 0 0 13 5 8 6 2 3 1 7 17 6 6 1 18 40 32 13 22 4 2 3 1 20 4 0 7 2 8 1 18 3 11 36 5 71 191 5 11 18 20 215 2 24 68 49 4 5 0 3 2 23 10 0 2 4 5 14 8 2 1 3 4 1 45 1 6 1 9 10 1 1 8 6 45 1 4 0 13 1 24 1 13 11 5 3 2 4 13 0 5 1 49 6 5 1 7 15 3 1 0 7 2 198 57 8 16 7 4 11 7 2 27 27 14 3 12 103 4 3 12 6 1 24 34 4 1 3 12 2 1 64 4 52 2 1 6 1 0 4 25 8 2 6 1 28 9 6 23 3 16 6 18 5 2 3 15 6 1 13 88 3 5 1 1 1 1 7 3 13 1 2 5 0 53 2 47 2 3 3 19 5 46 2 1 18 26 4 5 7 2 21 2 7 15 2 16 6 0 13 15 3 4 28 11 7 19 21 33 5 17 9 11 17 156 15 1
"lively" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 4 0 1 0 2 0 0 2 1 0 0 0 0 0 0 0 0 2 0 4 0 2 0 1 1 2 0 2 3 0 0 3 1 0 0 2 0 0 3 0 0 2 2 0 0 0 0 3 1 1 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 1 1 0 1 0 1 1 0 0 0 1 3 1 1 0 1 0 0 0 1 1 0 0 0 0 0 3 0 0 2 0 5 13 0 1 1 0 13 0 0 9 0 0 0 0 0 0 2 0 0 1 1 0 1 0 0 0 0 0 1 5 0 0 0 1 1 0 0 0 0 3 0 0 13 0 0 1 0 0 2 0 0 0 0 0 0 0 0 2 0 3 0 0 0 1 0 1 0 0 15 3 0 0 2 0 0 1 0 1 1 1 0 0 6 0 0 1 0 0 1 1 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 3 0 0 0 0 3 0 0 1 0 2 0 2 0 0 0 1 0 0 1 5 0 0 0 0 0 0 0 0 2 0 0 0 0 4 0 2 0 0 0 1 0 2 1 1 3 1 1 0 0 0 1 1 1 0 0 1 0 0 0 2 0 0 2 0 1 1 1 3 0 2 0 1 1 10 2 0
"logical" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"lonely" 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 6 0 0 1 6 0 0 2 1 1 0 0 2 0 1 0 1 2 0 3 0 5 1 0 3 3 0 1 8 1 0 2 1 0 1 1 0 0 4 0 0 1 1 0 0 2 0 7 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 3 0 0 0 1 0 0 0 2 1 1 1 2 0 1 0 0 1 0 0 1 1 1 0 0 0 0 1 3 0 0 0 1 2 4 1 2 0 0 0 0 3 0 0 1 0 0 0 0 0 0 6 1 8 19 1 0 1 0 17 0 5 11 9 0 0 0 0 1 3 1 0 0 1 0 0 3 0 0 0 1 0 2 0 0 0 0 2 0 0 1 0 6 0 0 24 1 0 0 1 3 0 1 0 0 0 0 0 0 0 6 0 0 0 0 2 0 0 0 0 0 19 5 0 1 0 1 4 1 0 4 1 3 0 1 9 0 0 1 1 0 6 5 0 0 0 1 0 1 7 0 7 0 0 0 0 0 0 1 0 0 1 0 3 0 0 4 0 3 0 0 0 0 0 1 0 0 1 8 1 2 0 0 1 0 1 1 2 0 0 0 0 10 0 5 0 0 0 3 0 6 0 0 0 1 1 2 0 0 3 0 0 2 0 2 2 0 1 1 1 0 2 1 0 0 2 4 0 2 1 1 2 16 0 0
"lonesome" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"loud" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 3 0 0 0 1 0 0 0 1 0 0 0 0 3 0 3 0 1 1 0 2 1 0 1 3 0 0 3 1 1 0 1 0 0 2 1 0 1 2 0 1 1 0 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 3 3 1 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 3 6 0 0 0 0 11 0 2 3 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 3 1 0 13 0 0 3 0 0 1 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 9 3 0 2 0 0 0 0 0 0 0 0 1 1 3 1 0 0 0 0 1 1 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 2 1 1 1 0 1 0 1 2 0 1 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 2 0 0 0 0 1 1 1 0 1 2 1 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 7 0 0
"lovely" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 1 1 3 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 2 0 1 2 1 0 2 2 0 0 1 1 0 2 2 0 2 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 3 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 2 2 1 2 11 1 2 0 2 11 0 1 7 0 1 0 0 0 0 2 2 0 0 1 0 1 0 0 0 0 1 0 4 0 0 0 0 1 0 0 1 0 4 0 0 11 2 0 0 0 1 0 1 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 10 5 0 0 1 0 0 1 0 1 3 0 0 0 3 0 0 1 1 0 1 3 0 0 0 0 0 0 5 2 2 1 0 0 0 0 1 1 1 0 0 0 4 0 1 1 0 1 0 1 0 0 0 3 2 0 0 3 0 0 0 0 0 0 1 0 0 1 0 0 0 4 0 2 0 0 0 1 1 2 0 0 2 1 0 0 1 0 2 0 0 2 0 1 0 0 0 1 0 0 1 0 0 0 1 2 0 1 0 0 1 7 1 0
"loving" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 1 0 0 1 3 0 0 3 1 1 0 0 0 0 1 1 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 5 1 0 0 1 5 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 1 3 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 3 0 0
"lucky" 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0
