"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"65","confused",120,7,5,19,12,12,7,2,6,10,7,9,4,8,9,3
"66","hearty",118,0,19,6,11,4,1,1,6,9,1,20,9,4,19,8
"67","restless",116,7,14,12,12,8,3,3,4,7,4,10,1,6,12,13
"68","bitter",114,5,10,7,8,13,5,1,6,13,3,18,8,8,3,6
"69","hasty",114,1,12,13,7,6,1,2,6,13,3,21,8,3,8,10
"70","polite",114,6,3,13,9,13,8,4,14,9,6,7,3,11,3,5
"71","vague",114,3,10,7,8,17,5,3,10,6,3,9,2,11,6,14
"72","fearful",113,6,10,8,7,7,6,1,7,9,3,9,8,6,11,15
"73","stern",113,3,9,9,11,14,3,5,14,7,3,12,3,6,10,4
"74","eager",112,7,9,10,7,8,5,2,6,10,1,12,10,8,8,9
"75","genteel",111,1,5,11,18,16,2,3,9,10,3,15,3,4,3,8
"76","severe",111,1,6,11,10,17,5,1,12,12,1,16,1,10,7,1
"77","coarse",108,9,8,4,3,8,19,3,6,12,1,14,4,5,6,6
"78","modest",108,1,4,6,14,13,4,4,10,8,6,5,3,16,4,10
"79","determined",106,5,5,13,9,10,9,4,10,7,2,7,5,12,8,0
"80","childish",105,0,4,13,24,18,4,3,5,4,6,5,2,9,3,5
"81","clever",105,0,3,10,11,5,2,1,25,6,1,12,13,7,5,4
"82","practical",104,3,4,15,14,7,3,10,20,9,0,1,2,6,4,6
"83","nervous",103,2,4,6,12,7,7,2,4,9,3,17,5,8,15,2
"84","patient",103,2,10,7,11,14,3,7,12,2,2,10,1,13,2,7
"85","graceful",102,1,8,9,3,14,3,6,13,8,3,12,1,6,8,7
"86","jealous",102,1,2,8,9,14,4,0,12,9,1,18,1,11,5,7
"87","social",102,3,6,6,5,17,4,6,15,13,4,3,0,11,4,5
"88","careless",99,8,10,8,4,8,3,3,8,12,2,10,3,10,4,6
"89","smart",99,0,7,3,2,9,4,0,4,13,2,14,6,4,22,9
"90","exact",96,2,5,8,5,11,6,5,6,8,3,5,6,13,4,9
"91","reasonable",94,2,7,9,7,4,4,5,8,12,3,7,4,7,13,2
"92","capable",92,6,2,13,11,11,5,3,6,9,2,7,3,9,1,4
"93","merry",92,1,10,9,9,5,0,0,0,13,0,11,8,2,13,11
"94","stable",90,4,20,8,7,5,2,2,2,7,2,6,1,8,10,6
"95","suspicious",90,1,4,6,5,6,11,4,5,5,1,6,3,17,8,8
"96","brave",89,8,20,6,8,9,2,3,9,8,2,1,1,6,4,2
"97","awkward",87,1,6,5,6,5,1,1,5,11,4,18,2,7,12,3
"98","ignorant",87,6,8,2,8,5,10,4,12,5,3,9,2,8,4,1
"99","selfish",86,2,1,9,12,5,0,2,6,16,1,13,2,11,2,4
"100","worldly",84,4,3,12,11,10,3,0,9,10,0,9,2,4,6,1
"101","peaceful",81,4,5,8,3,7,2,1,8,8,2,8,4,8,6,7
"102","firm",78,3,9,4,8,5,5,0,7,9,5,6,4,3,9,1
"103","ingenious",78,1,3,1,7,6,3,1,11,5,1,8,8,3,16,4
"104","intense",77,1,7,7,2,5,0,1,3,7,1,8,8,5,21,1
"105","elegant",76,3,6,11,4,9,4,1,5,3,1,16,1,5,5,2
"106","noisy",76,0,9,2,0,3,2,3,4,10,3,9,5,2,6,18
"107","gallant",75,1,10,4,7,9,1,1,6,8,1,8,2,8,5,4
"108","independent",73,1,3,3,4,5,2,4,6,15,1,4,3,12,8,2
"109","respectful",71,0,2,4,10,6,3,3,2,6,4,11,5,5,7,3
"110","strict",71,3,5,7,3,2,5,1,5,6,2,10,4,8,6,4
"111","intimate",69,4,5,3,6,8,2,1,7,3,0,5,2,9,9,5
"112","direct",68,6,5,4,3,7,5,2,10,8,2,3,2,6,3,2
"113","haughty",68,1,4,7,3,26,3,0,6,3,1,2,4,3,5,0
"114","emphatic",67,2,1,7,1,11,3,0,6,3,0,6,2,12,11,2
"115","immovable",67,2,1,9,10,5,3,1,11,6,1,11,0,0,7,0
"116","sensitive",67,2,4,4,11,9,4,0,9,5,2,3,2,6,3,3
"117","passionate",66,5,1,3,9,7,2,0,11,3,5,3,3,8,5,1
"118","brisk",65,3,6,2,4,5,2,1,4,12,4,7,1,6,5,3
"119","considerate",65,1,2,10,6,6,2,2,10,8,1,6,1,4,4,2
"120","devilish",64,1,2,2,3,20,1,5,2,5,2,5,1,4,6,5
"121","responsible",64,4,1,12,3,3,5,0,10,2,4,7,1,7,1,4
"122","confident",63,4,3,5,10,5,2,1,5,5,5,7,1,4,4,2
"123","unreasonable",63,2,1,12,5,6,6,3,8,7,3,2,1,3,3,1
"124","prudent",62,0,8,6,4,4,2,2,6,7,2,5,5,0,3,8
"125","placid",61,1,7,6,10,4,5,0,5,5,0,2,1,3,7,5
"126","rigid",61,0,5,4,5,7,0,3,10,5,1,8,5,5,2,1
"127","spirited",61,0,2,7,7,3,1,2,10,2,0,12,2,2,8,3
"128","harsh",59,3,6,3,5,4,0,0,2,6,0,14,3,1,7,5
"129","cordial",57,1,2,7,9,5,4,1,6,9,2,5,0,2,3,1
"130","fiery",56,0,5,6,5,5,2,2,3,10,2,4,0,4,3,5
"131","frank",55,0,8,4,2,11,3,1,6,8,3,1,2,1,2,3
"132","musical",55,2,5,13,3,5,2,0,4,2,5,4,2,3,2,3
"133","punctual",55,0,1,6,5,5,2,2,2,7,1,9,1,8,5,1
"134","serene",55,2,2,6,5,11,2,4,5,4,3,1,1,3,3,3
"135","excessive",54,0,6,1,2,8,2,2,2,4,0,4,5,1,12,5
"136","precise",54,1,4,2,1,3,2,0,7,5,3,4,6,3,12,1
"137","vigorous",53,2,2,4,5,5,2,0,5,8,1,5,5,1,3,5
"138","observant",52,4,1,7,6,9,2,1,5,2,1,0,2,10,1,1
"139","boisterous",51,0,12,1,2,2,0,2,1,7,2,2,5,0,9,6
"140","cautious",51,3,6,0,0,6,1,2,4,4,0,4,2,4,7,8
"141","complimentary",51,1,5,3,2,5,3,3,3,6,1,6,1,5,3,4
"142","loving",51,2,3,10,12,6,0,4,4,3,0,0,0,5,0,2
"143","benevolent",50,1,1,5,4,3,2,0,9,1,2,5,4,3,10,0
"144","compassionate",50,7,2,6,8,2,3,5,2,4,0,1,0,3,3,4
"145","shy",50,1,1,9,8,3,1,0,7,6,3,0,0,8,0,3
"146","hospitable",49,0,3,7,2,7,0,2,3,6,1,1,0,7,8,2
"147","rude",49,2,8,2,4,3,3,1,1,6,0,1,2,3,6,7
"148","cunning",48,0,4,2,1,1,3,1,1,3,0,8,2,3,8,11
"149","formal",48,3,1,5,5,6,3,2,3,3,2,1,1,4,5,4
"150","sunny",48,4,4,5,6,6,1,3,3,1,2,2,2,4,2,3
"151","dignified",47,0,3,5,2,6,1,0,3,1,0,3,4,7,10,2
"152","lazy",47,1,6,0,11,1,1,1,1,4,1,5,3,2,6,4
"153","sullen",47,2,11,1,4,8,0,1,5,1,0,4,2,5,1,2
"154","affected",46,0,6,0,8,3,0,1,1,2,0,8,3,0,11,3
"155","playful",46,0,1,5,2,1,3,0,3,9,0,6,2,8,4,2
"156","civil",45,1,6,3,5,2,0,1,5,6,2,5,3,2,2,2
"157","reproachful",45,4,1,4,10,5,3,1,4,3,1,0,0,4,3,2
"158","submissive",45,6,1,0,4,4,1,4,9,3,2,0,0,5,1,5
"159","pious",44,0,4,2,5,2,1,2,5,11,1,3,0,4,3,1
"160","fervent",43,5,1,2,6,5,1,0,2,3,1,4,2,3,3,5
"161","reckless",43,2,10,0,0,7,4,0,3,2,0,3,1,7,3,1
"162","shrewd",43,4,1,4,1,5,0,2,4,10,1,1,2,3,1,4
"163","abrupt",42,3,3,2,5,2,1,1,2,2,3,3,2,3,3,7
"164","affable",41,0,3,7,2,5,1,0,9,3,1,1,0,4,4,1
"165","dependent",41,0,3,6,1,3,3,2,7,3,0,6,2,0,3,2
"166","greedy",41,3,2,4,2,2,4,3,1,4,1,4,1,7,2,1
"167","gruff",41,3,5,3,3,8,2,1,1,2,1,5,1,1,2,3
"168","industrious",41,1,0,9,4,2,2,2,3,2,1,1,1,9,2,2
"169","complicated",40,1,2,2,3,1,1,1,2,3,2,6,1,3,11,1
"170","dutiful",40,2,0,6,2,6,0,1,4,7,1,1,2,4,2,2
"171","languid",40,0,3,8,2,3,0,2,1,6,0,6,1,5,1,2
"172","moderate",40,2,2,3,3,2,5,0,2,8,3,2,1,2,3,2
"173","religious",40,2,10,2,5,4,1,1,2,3,0,4,2,1,2,1
"174","tough",40,0,2,3,1,18,1,1,4,4,0,2,0,2,1,1
"175","live",39,3,3,2,3,2,2,0,0,2,4,3,3,5,6,1
"176","mercenary",39,3,1,5,6,3,0,1,4,1,0,1,0,13,0,1
"177","political",39,1,3,2,1,1,1,6,9,4,0,2,2,3,4,0
"178","consistent",38,0,3,2,4,3,5,1,2,5,1,0,2,5,1,4
"179","manly",38,0,8,2,3,3,1,0,2,6,0,4,0,5,1,3
"180","scornful",38,0,4,3,1,5,4,1,3,4,0,3,1,7,1,1
"181","sentimental",38,1,3,1,3,1,0,5,4,3,0,3,1,4,6,3
"182","malicious",37,0,4,2,1,2,1,0,2,5,1,6,3,1,4,5
"183","sincere",37,1,5,1,5,7,1,1,3,2,1,4,0,0,1,5
"184","transparent",37,3,2,3,3,4,0,0,5,5,4,1,0,4,2,1
"185","accomplished",36,0,1,6,1,10,0,1,5,1,1,6,3,0,1,0
"186","dainty",36,3,2,3,0,9,0,0,4,3,1,5,1,1,1,3
"187","enthusiastic",36,0,2,1,1,3,1,1,1,2,1,3,1,3,16,0
"188","intellectual",36,0,1,5,2,6,3,2,2,5,0,2,2,3,3,0
"189","merciful",36,4,3,0,2,2,2,1,3,4,0,2,2,5,3,3
"190","philosophical",36,0,3,3,1,3,1,2,2,4,0,4,2,1,8,2
"191","verbal",36,1,2,3,2,3,2,0,4,5,0,4,0,2,6,2
"192","zealous",36,2,2,6,1,5,1,1,1,6,0,5,2,1,3,0
"193","clumsy",35,3,6,2,1,1,4,0,5,3,0,2,0,7,1,0
"194","complacent",35,1,1,6,5,5,1,2,0,2,0,3,1,2,4,2
"195","contented",35,0,2,0,3,5,3,3,1,4,2,2,1,3,3,3
"196","conversational",35,0,2,4,3,4,2,2,4,4,4,1,0,3,2,0
"197","literary",35,0,0,0,0,1,1,0,0,6,0,6,1,16,3,1
"198","orderly",35,2,2,5,8,3,1,1,1,1,4,0,1,6,0,0
"199","polished",35,2,5,1,3,6,0,1,9,3,1,0,0,1,2,1
"200","rugged",35,3,1,3,4,4,0,3,5,1,1,3,0,1,1,5
"201","surly",35,0,5,1,1,0,1,0,2,6,0,0,5,4,8,2
"202","thoughtless",35,0,1,1,7,2,0,0,0,6,0,8,1,2,1,6
"203","genial",34,1,3,8,3,4,1,1,2,4,1,1,0,4,0,1
"204","sprightly",34,0,0,5,2,2,1,2,4,1,2,5,0,7,2,1
"205","unkind",34,1,3,3,2,5,1,3,5,2,1,2,2,1,2,1
"206","bashful",33,0,0,3,6,1,1,0,6,5,0,4,1,1,3,2
"207","capricious",33,1,4,4,3,4,3,0,2,3,3,0,0,5,0,1
"208","facetious",33,0,0,0,0,2,1,1,1,6,0,3,3,5,7,4
"209","inquisitive",33,2,3,5,1,0,1,0,1,2,2,0,1,8,5,2
"210","negative",33,1,2,1,1,5,2,0,5,4,1,0,2,3,2,4
"211","stormy",33,2,2,1,8,7,3,1,1,2,1,1,0,3,1,0
"212","boyish",32,0,2,1,9,3,3,0,0,1,1,4,1,4,1,2
"213","inflexible",32,0,2,4,4,7,2,3,1,2,0,2,2,0,3,0
"214","insolent",32,2,0,1,0,2,1,0,7,2,1,4,2,7,1,2
"215","eloquent",31,0,0,10,2,2,0,0,1,4,1,1,0,1,7,2
"216","energetic",31,2,1,4,0,3,1,2,1,2,0,4,0,2,7,2
"217","forgetful",31,2,7,4,1,5,1,0,1,6,0,0,0,3,0,1
"218","irrepressible",31,2,0,0,0,5,1,0,4,3,1,3,5,5,2,0
"219","sarcastic",31,1,1,3,1,7,1,0,2,1,1,7,0,2,2,2
"220","treacherous",31,1,0,3,2,4,2,0,3,3,0,3,1,2,2,5
"221","disdainful",30,1,2,7,1,10,1,0,1,2,0,3,0,1,0,1
"222","exclusive",30,1,2,2,5,1,0,0,3,5,1,1,2,2,3,2
"223","intelligent",30,1,0,7,0,1,2,2,1,5,0,1,2,3,4,1
"224","just",30,3,2,1,2,3,0,0,4,3,5,1,1,2,1,2
"225","obliging",30,0,1,2,3,2,3,0,6,1,1,3,1,1,3,3
"226","sympathetic",30,0,0,1,1,2,3,1,2,2,5,1,0,10,1,1
"227","talkative",30,0,5,1,3,1,2,0,0,6,0,3,0,1,6,2
"228","thorough",30,2,6,2,1,3,0,1,3,2,0,4,1,4,1,0
"229","congenial",29,2,2,5,4,3,0,0,2,5,0,0,0,2,1,3
"230","distrustful",29,0,4,4,2,3,2,0,2,5,0,0,0,3,1,3
"231","impertinent",29,0,2,0,1,1,1,2,2,4,1,2,2,9,2,0
"232","impetuous",29,1,1,3,3,4,0,0,2,1,0,3,3,3,1,4
"233","inconsistent",29,1,0,4,1,5,2,0,3,2,0,0,0,7,3,1
"234","inward",29,0,1,5,1,4,2,0,2,2,0,3,2,0,6,1
"235","womanly",29,1,0,3,1,5,2,3,5,1,2,1,1,3,1,0
"236","aristocratic",28,2,0,6,0,0,1,1,3,4,0,3,0,5,3,0
"237","despondent",28,1,3,1,1,4,1,0,5,5,2,1,0,1,0,3
"238","feminine",28,2,2,2,1,1,1,1,1,1,3,3,1,4,3,2
"239","humorous",28,0,1,0,1,2,0,1,3,2,2,3,1,0,9,3
"240","shallow",28,1,3,2,2,0,1,0,5,2,1,1,1,6,2,1
"241","uncouth",28,0,5,1,0,1,1,0,2,0,0,8,1,0,3,6
"242","blunt",27,1,3,1,1,7,2,0,3,2,0,1,0,3,0,3
"243","candid",27,0,4,6,0,2,1,1,1,4,2,1,0,3,1,1
"244","charitable",27,0,3,4,2,0,0,0,2,2,0,6,2,3,3,0
"245","courteous",27,0,6,1,0,3,0,0,4,3,0,3,0,4,3,0
"246","critical",27,0,2,1,1,1,2,0,0,1,2,2,3,3,6,3
"247","doleful",27,3,2,2,3,3,2,1,6,2,1,1,0,1,0,0
"248","dreamy",27,0,2,2,4,4,1,1,4,4,2,2,0,0,0,1
"249","imperturbable",27,1,4,5,2,1,0,0,1,3,0,1,0,2,4,3
"250","inexperienced",27,1,0,1,8,4,0,1,3,1,0,3,0,2,2,1
"251","passive",27,1,3,0,3,1,1,1,1,3,1,2,1,3,4,2
"252","unmindful",27,0,2,2,2,2,1,0,2,6,0,0,1,1,1,7
"253","vivid",27,3,2,0,1,2,2,0,3,3,0,6,4,0,1,0
"254","accurate",26,1,0,2,1,2,2,1,5,3,2,2,1,1,3,0
"255","adventurous",26,2,3,2,2,4,0,0,2,0,0,4,0,1,4,2
"256","casual",26,2,2,2,2,1,0,0,3,4,0,2,0,3,3,2
"257","deliberate",26,1,0,4,1,1,2,0,5,1,1,3,0,3,2,2
"258","ingenuous",26,0,3,5,2,6,0,0,0,5,1,1,0,2,1,0
"259","juvenile",26,0,1,3,1,10,1,1,0,1,0,5,1,0,2,0
"260","methodical",26,4,0,4,0,1,1,0,4,1,1,1,0,7,1,1
"261","rational",26,1,2,2,2,4,0,1,1,7,0,2,1,1,2,0
"262","whimsical",26,0,3,3,1,4,0,0,2,4,2,1,0,4,0,2
"263","bland",25,0,1,2,2,3,0,0,3,3,2,0,0,3,3,3
"264","conciliatory",25,0,5,2,3,2,2,1,2,2,1,0,1,2,2,0
"265","headlong",25,1,5,0,3,4,0,0,1,1,0,3,4,0,2,1
"266","jovial",25,0,5,0,1,3,0,0,0,5,0,3,0,1,4,3
"267","prompt",25,0,0,2,2,3,0,1,1,2,1,5,4,1,3,0
"268","audacious",24,0,2,3,1,2,1,0,4,1,0,2,1,3,3,1
"269","conscientious",24,0,3,0,2,1,1,0,4,2,4,1,0,4,2,0
"270","contrary",24,0,0,5,7,1,0,1,2,1,1,0,1,2,3,0
"271","definite",24,2,2,3,2,1,3,0,1,2,2,2,0,2,2,0
"272","discreet",24,1,1,3,2,2,0,1,1,2,0,2,1,5,1,2
"273","indefinite",24,0,1,2,3,3,1,0,2,2,1,1,0,4,2,2
"274","accessible",23,1,0,1,1,5,0,2,8,0,1,1,0,3,0,0
"275","contradictory",23,1,0,4,3,1,2,0,1,4,1,2,1,2,1,0
"276","conventional",23,0,2,0,3,0,2,1,4,0,2,3,0,6,0,0
"277","maternal",23,1,0,2,0,1,0,1,4,0,1,4,0,6,3,0
"278","meek",23,0,3,3,3,3,2,0,2,2,0,1,0,2,0,2
"279","murderous",23,3,0,5,0,2,4,0,1,4,1,0,1,2,0,0
"280","pensive",23,1,0,0,1,10,0,1,0,2,1,2,0,2,0,3
"281","rash",23,0,2,3,1,4,1,0,0,2,0,4,1,1,2,2
"282","sour",23,1,1,3,1,1,4,1,1,4,0,1,0,1,1,3
"283","ambitious",22,0,1,2,1,8,0,0,0,1,0,3,2,4,0,0
"284","boastful",22,3,0,2,1,0,0,1,2,4,0,1,0,6,1,1
"285","contemplative",22,0,0,1,1,4,0,0,1,0,2,0,0,5,6,2
"286","forcible",22,2,3,1,0,3,1,0,2,2,1,0,0,1,2,4
"287","impudent",22,0,0,0,4,2,0,0,1,1,1,2,2,4,5,0
"288","moody",22,1,0,1,2,2,1,0,1,1,2,1,0,5,2,3
"289","speedy",22,1,2,3,1,0,0,0,2,2,0,3,2,0,3,3
"290","brutal",21,0,3,1,1,1,3,0,0,3,0,3,2,0,3,1
"291","dissatisfied",21,1,1,2,1,1,3,2,4,1,1,3,0,1,0,0
"292","envious",21,0,1,1,1,2,2,0,1,2,1,3,0,2,2,3
"293","fanciful",21,1,1,0,3,1,1,3,5,2,0,0,0,4,0,0
"294","humane",21,2,0,3,0,0,0,1,1,2,0,1,5,0,5,1
"295","intricate",21,1,0,1,1,0,0,1,1,1,0,5,3,1,3,3
"296","irresolute",21,1,3,0,1,2,0,0,7,0,0,0,2,5,0,0
"297","prophetic",21,2,2,0,3,4,0,0,0,0,0,3,2,1,3,1
"298","rebellious",21,0,2,1,3,2,1,0,1,0,0,2,2,2,3,2
"299","unaffected",21,0,0,2,5,2,1,0,1,2,0,3,0,1,3,1
"300","aloof",20,0,6,3,1,1,0,1,2,3,0,1,1,0,1,0
"301","argumentative",20,1,0,3,1,1,3,1,3,1,0,1,0,2,2,1
"302","excitable",20,0,3,1,0,1,2,0,0,1,1,5,3,0,3,0
"303","explicit",20,2,2,3,1,3,1,0,2,0,0,2,1,2,1,0
"304","extravagant",20,2,3,0,2,1,1,1,1,2,0,4,0,1,2,0
"305","magnanimous",20,2,0,1,1,0,1,1,4,1,0,1,0,5,3,0
"306","meditative",20,1,0,2,3,0,4,0,0,0,1,1,1,4,3,0
"307","persuasive",20,0,2,2,0,2,1,0,5,2,1,2,0,0,2,1
"308","steadfast",20,0,0,1,3,6,0,1,3,0,0,2,0,1,2,1
"309","vivacious",20,1,1,6,2,1,0,1,4,0,2,1,1,0,0,0
"310","communicative",19,0,1,0,1,2,2,0,2,0,1,4,2,1,1,2
"311","crafty",19,0,3,0,2,1,0,0,1,0,0,4,3,3,0,2
"312","frugal",19,1,4,2,1,3,0,0,0,1,0,4,0,1,1,1
"313","lavish",19,0,4,2,0,2,4,0,0,3,1,0,0,1,2,0
"314","presumptuous",19,0,0,2,1,10,0,0,0,1,0,1,0,1,1,2
"315","sluggish",19,0,2,0,1,1,2,0,2,1,0,4,1,2,0,3
"316","spiritual",19,1,1,4,0,0,0,1,0,6,0,0,0,3,0,3
"317","straightforward",19,1,1,3,0,1,0,1,2,3,0,4,1,0,2,0
"318","wary",19,2,0,2,2,1,0,1,1,1,0,0,2,3,3,1
"319","heedless",18,1,2,0,1,3,0,1,1,2,2,1,1,1,1,1
"320","irritable",18,0,0,1,1,1,0,0,3,1,0,4,2,1,3,1
"321","judicious",18,1,1,0,2,2,2,0,0,2,2,1,0,3,2,0
"322","lifeless",18,1,4,3,0,2,2,0,0,0,0,3,0,0,3,0
"323","literal",18,0,0,5,1,0,0,0,2,2,1,2,0,4,0,1
"324","mature",18,2,0,1,1,2,0,1,1,1,0,1,1,6,0,1
"325","servile",18,0,1,2,1,2,1,1,2,4,2,0,0,1,1,0
"326","spontaneous",18,0,1,4,0,2,1,0,3,2,1,0,0,2,1,1
"327","studious",18,4,0,2,1,3,1,0,0,1,2,1,0,1,1,1
"328","trustworthy",18,1,2,1,0,1,0,1,3,0,1,1,1,4,0,2
"329","visionary",18,0,1,0,3,2,2,1,1,1,0,2,1,1,2,1
"330","chaste",17,1,1,1,0,1,0,3,1,3,1,2,2,0,1,0
"331","defiant",17,0,0,4,1,5,0,3,1,1,1,0,0,1,0,0
"332","destructive",17,1,1,2,0,1,1,1,0,1,2,3,1,2,1,0
"333","inconsiderate",17,0,2,0,3,0,0,2,1,2,1,3,0,2,0,1
"334","indefatigable",17,0,0,1,0,1,0,1,2,0,1,3,0,0,7,1
"335","inexhaustible",17,0,0,2,0,2,0,0,2,1,0,1,1,4,3,1
"336","learned",17,1,0,1,2,2,0,0,2,2,0,0,0,1,6,0
"337","refined",17,2,2,3,0,0,1,1,5,0,0,0,0,2,0,1
"338","revengeful",17,3,0,0,4,2,1,0,2,1,2,2,0,0,0,0
"339","scrupulous",17,0,1,2,1,0,0,0,0,0,0,7,1,0,4,1
"340","spiteful",17,0,1,0,0,0,1,0,1,3,0,2,0,4,1,4
"341","tidy",17,0,1,2,0,1,0,2,0,2,0,2,1,3,2,1
"342","vocal",17,0,0,2,0,0,0,1,1,4,1,2,0,1,0,5
"343","abstract",16,0,5,0,2,0,0,0,1,1,0,5,0,0,0,2
"344","demonstrative",16,2,0,2,3,2,0,2,3,1,1,0,0,0,0,0
"345","heroic",16,0,1,0,1,1,0,0,0,0,0,3,1,5,4,0
"346","obtrusive",16,0,0,3,3,1,1,1,3,1,1,1,0,0,0,1
"347","reserved",16,2,0,0,0,2,0,4,5,0,0,0,0,2,1,0
"348","responsive",16,1,0,1,0,3,2,0,3,1,0,0,0,4,1,0
"349","tame",16,2,2,1,0,4,0,0,2,3,0,0,0,0,1,1
"350","vindictive",16,0,0,1,1,2,0,0,1,2,1,2,1,0,5,0
"351","impartial",15,0,0,0,0,2,0,0,5,2,0,2,1,0,3,0
