"MR1";"MR2";"MR3"
"#-beautiful";0.600975231429999;0.181164884103111;-0.19989244184997
"married";-0.130081407135625;0.307388504624793;0.0444043814010478
"mighty";0.723358889824401;0.352133856750202;-0.058250323779339
"modest";-0.130081407135625;0.307388504624793;0.0444043814010478
"moral";0.249544297861463;-0.0110587562348859;0.708611940124748
"mysterious";0.0507387518690156;0.00647262798311365;0.827298496781221
"natural";0.410673076333294;0.401995210638132;0.5133642803545
"neat";0.410322961468748;0.172244293200697;-0.0251305726426742
"original";0.0483084952405025;0.68352585493879;-0.0645647090298184
"passionate";0.34054010146669;-0.0549159600197897;0.0282519729373043
"peaceful";0.370042698753087;0.227567127110798;0.513843220257724
"pleasant";0.42203672799934;0.612631772502196;0.273169013397397
"popular";0.0066654288420381;0.356242283506272;0.146503347646344
"powerful";0.494813811937618;0.433994000175184;0.12070184644311
"proud";0.050029774888207;0.209240141609623;0.362481976630131
"prudent";0.064173463680547;-0.133264585715495;-0.0552613830912745
"quiet";0.416147492456736;0.301378504218376;0.00851603556592693
"safe";0.56767877070438;0.174261468776507;0.114834961062954
"secure";0.130594743312014;-0.0267040687032039;0.0212858118906401
"selfish";0.433587884095684;0.152513124340459;-0.0318285869101628
"sincere";0.476292603062043;-0.0452357497604667;-0.0282811552006543
"social";0.436684691599845;0.591467823409224;0.0328277213085774
"surprising";0.387230930424619;0.272319473016155;0.199761491146939
"unfair";0.0143576367162157;0.611561182590297;0.170209545013681
"weak";0.576445704439458;0.163773474814172;-0.0282073946650914
"professional";0.0620405230352376;0.397815241498169;-0.164372143133589
"suited";-0.0717899353956629;0.155609067368193;-0.146535845328754
"superior";0.557925919428405;0.590171185381581;0.13440571849611
"universal";-0.0386953339185927;0.512055573543469;0.21472837768131
"thoughtful";-0.00535144277558933;-0.122827407705609;0.742911107978659
"warmth";0.0962208357377963;0.0126982785811311;-0.164462002975839
"graceful";0.0656215799238625;0.641996036876454;-0.0767598590723292
"minded";0.41796388863206;0.335249599521719;0.0669868957117642
"rich";0.337784621889229;0.601264044447423;0.228615715733942
"uncertain";0.378505783596397;0.130327668043176;0.555854664034536
"strong";0.43909433673553;0.24206956986832;0.292775762733303
"sacred";0.678326073531148;-0.11223546069374;0.310282978321737
"welcome";0.491064955862006;-0.0934029169788637;-0.00944414919842175
"wise";0.455924910113956;0.145942873723483;0.0985361442380096
"curious";0.0658901507598641;0.0891617219017464;0.256940310984739
"pleasing";0.202287737407467;-0.024251391771243;0.0229521993076509
"worth";0.0870928579445194;0.470620155546667;0.318151832076563
"kindly";-0.0126865691177386;0.347144714136833;0.0347819821754107
"reasonable";0.519055437601562;-0.0214938044792823;0.0215191207576503
