"maria_ward::match";"thomas_bertram::match"
"crawford::hardly";"crawford::herself"
"crawford::seen";"crawford::solitude"
"crawford::seen";"crawford::was"
"crawford::solitude";"crawford::was"
"mary::after";"mary::things"
"mary::after";"thomas::after"
"mary::after";"thomas::things"
"mary::things";"thomas::after"
"mary::things";"thomas::things"
"thomas::after";"thomas::things"
"rushworth::affluence";"rushworth::will"
"bertram::now";"norris::now"
"henry::were";"rushworth::were"
"grant::were";"julia::were"
"grant::sore";"grant::was"
"grant::sore";"julia::sore"
"grant::sore";"julia::was"
"grant::was";"julia::sore"
"grant::was";"julia::was"
"julia::sore";"julia::was"
"crawford::unobservant";"crawford::was"
"crawford::unobservant";"edmund::unobservant"
"crawford::unobservant";"edmund::was"
"crawford::unobservant";"norris::unobservant"
"crawford::unobservant";"norris::was"
"crawford::unobservant";"thomas::unobservant"
"crawford::unobservant";"thomas::was"
"crawford::was";"edmund::unobservant"
"crawford::was";"norris::unobservant"
"crawford::was";"thomas::unobservant"
"crawford::was";"thomas::was"
"edmund::unobservant";"edmund::was"
"edmund::unobservant";"norris::unobservant"
"edmund::unobservant";"norris::was"
"edmund::unobservant";"thomas::unobservant"
"edmund::unobservant";"thomas::was"
"edmund::was";"norris::unobservant"
"edmund::was";"thomas::unobservant"
"norris::unobservant";"norris::was"
"norris::unobservant";"thomas::unobservant"
"norris::unobservant";"thomas::was"
"norris::was";"thomas::unobservant"
"thomas::unobservant";"thomas::was"
"crawford::now";"edmund::now"
"crawford::now";"edmund::was"
"crawford::now";"edmund::were"
"crawford::now";"norris::now"
"crawford::now";"norris::was"
"crawford::now";"norris::were"
"crawford::now";"thomas::now"
"crawford::now";"thomas::was"
"crawford::now";"thomas::were"
"crawford::was";"edmund::now"
"crawford::was";"norris::now"
"crawford::was";"thomas::now"
"crawford::was";"thomas::were"
"crawford::were";"edmund::now"
"crawford::were";"norris::now"
"crawford::were";"thomas::now"
"crawford::were";"thomas::was"
"crawford::were";"thomas::were"
"edmund::now";"edmund::were"
"edmund::now";"norris::now"
"edmund::now";"norris::was"
"edmund::now";"norris::were"
"edmund::now";"thomas::now"
"edmund::now";"thomas::was"
"edmund::now";"thomas::were"
"edmund::was";"norris::now"
"edmund::was";"norris::were"
"edmund::was";"thomas::now"
"edmund::was";"thomas::were"
"edmund::were";"norris::now"
"edmund::were";"norris::was"
"edmund::were";"norris::were"
"edmund::were";"thomas::now"
"edmund::were";"thomas::was"
"edmund::were";"thomas::were"
"norris::now";"norris::was"
"norris::now";"norris::were"
"norris::now";"thomas::now"
"norris::now";"thomas::was"
"norris::now";"thomas::were"
"norris::was";"thomas::now"
"norris::were";"thomas::now"
"thomas::now";"thomas::was"
"thomas::now";"thomas::were"
"crawford::everybody";"maria::everybody"
"crawford::everybody";"rushworth::everybody"
"maria::everybody";"rushworth::everybody"
"crawford::#-were";"crawford::who"
"crawford::#-were";"edmund::#-were"
"crawford::#-were";"edmund::him"
"crawford::#-were";"edmund::who"
"crawford::#-were";"tom::#-were"
"crawford::#-were";"tom::him"
"crawford::#-were";"tom::who"
"crawford::#-were";"yates::#-were"
"crawford::#-were";"yates::him"
"crawford::#-were";"yates::who"
"crawford::him";"crawford::who"
"crawford::him";"edmund::#-were"
"crawford::him";"edmund::who"
"crawford::him";"tom::#-were"
"crawford::him";"tom::him"
"crawford::him";"tom::who"
"crawford::him";"yates::#-were"
"crawford::him";"yates::him"
"crawford::him";"yates::who"
"crawford::who";"edmund::#-were"
"crawford::who";"edmund::him"
"crawford::who";"tom::#-were"
"crawford::who";"tom::him"
"crawford::who";"tom::who"
"crawford::who";"yates::#-were"
"crawford::who";"yates::him"
"crawford::who";"yates::who"
"edmund::#-were";"edmund::him"
"edmund::#-were";"edmund::who"
"edmund::#-were";"tom::#-were"
"edmund::#-were";"tom::him"
"edmund::#-were";"tom::who"
"edmund::#-were";"yates::#-were"
"edmund::#-were";"yates::him"
"edmund::#-were";"yates::who"
"edmund::him";"tom::#-were"
"edmund::him";"yates::#-were"
"edmund::who";"tom::#-were"
"edmund::who";"yates::#-were"
"tom::#-were";"tom::him"
"tom::#-were";"tom::who"
"tom::#-were";"yates::#-were"
"tom::#-were";"yates::him"
"tom::#-were";"yates::who"
"tom::him";"yates::#-were"
"tom::who";"yates::#-were"
"yates::#-were";"yates::him"
"yates::#-were";"yates::who"
"rushworth::came";"yates::came"
"maria::became";"maria::was"
"maria::became";"rushworth::became"
"maria::became";"rushworth::was"
"maria::was";"rushworth::became"
"rushworth::became";"rushworth::was"
"bertram::will";"fanny::will"
"bertram::will";"norris::will"
"fanny::will";"norris::will"
"crawford::acts";"crawford::was"
"crawford::acts";"crawford::were"
"crawford::acts";"edmund::acts"
"crawford::acts";"edmund::was"
"crawford::acts";"edmund::were"
"crawford::acts";"fanny::acts"
"crawford::acts";"fanny::was"
"crawford::acts";"fanny::were"
"crawford::was";"edmund::acts"
"crawford::was";"fanny::acts"
"crawford::was";"fanny::were"
"crawford::were";"edmund::acts"
"crawford::were";"fanny::acts"
"crawford::were";"fanny::was"
"crawford::were";"fanny::were"
"edmund::acts";"edmund::was"
"edmund::acts";"edmund::were"
"edmund::acts";"fanny::acts"
"edmund::acts";"fanny::was"
"edmund::acts";"fanny::were"
"edmund::was";"fanny::acts"
"edmund::was";"fanny::were"
"edmund::were";"fanny::acts"
"edmund::were";"fanny::was"
"fanny::acts";"fanny::was"
"fanny::acts";"fanny::were"
"thomas::just";"thomas::now"
"thomas::just";"thomas::over"
"thomas::now";"thomas::over"
"agatha::came";"agatha::him"
"agatha::came";"agatha::rehearsers"
"agatha::came";"frederick::came"
"agatha::came";"frederick::him"
"agatha::came";"frederick::rehearsers"
"agatha::him";"agatha::rehearsers"
"agatha::him";"frederick::came"
"agatha::him";"frederick::him"
"agatha::him";"frederick::rehearsers"
"agatha::rehearsers";"frederick::came"
"agatha::rehearsers";"frederick::him"
"agatha::rehearsers";"frederick::rehearsers"
"frederick::came";"frederick::him"
"frederick::came";"frederick::rehearsers"
"frederick::him";"frederick::rehearsers"
"rushworth::excellent";"rushworth::him"
"rushworth::excellent";"rushworth::voice"
"rushworth::him";"rushworth::voice"
"edmund::criticism";"edmund::was"
"edmund::criticism";"fanny::criticism"
"edmund::criticism";"fanny::was"
"edmund::was";"fanny::criticism"
"fanny::criticism";"fanny::was"
"edmund::everywhere";"edmund::was"
"edmund::everywhere";"tom::everywhere"
"edmund::everywhere";"tom::was"
"edmund::was";"tom::everywhere"
"tom::everywhere";"tom::was"
"grant::everybody";"grant::was"
"grant::everybody";"grant::were"
"grant::everybody";"henry::everybody"
"grant::everybody";"henry::was"
"grant::everybody";"henry::were"
"grant::everybody";"julia::everybody"
"grant::everybody";"julia::was"
"grant::everybody";"julia::were"
"grant::everybody";"lady_bertram::everybody"
"grant::everybody";"lady_bertram::was"
"grant::everybody";"lady_bertram::were"
"grant::everybody";"mary::everybody"
"grant::everybody";"mary::was"
"grant::everybody";"mary::were"
"grant::everybody";"norris::everybody"
"grant::everybody";"norris::was"
"grant::everybody";"norris::were"
"grant::was";"henry::everybody"
"grant::was";"henry::was"
"grant::was";"henry::were"
"grant::was";"julia::everybody"
"grant::was";"julia::were"
"grant::was";"lady_bertram::everybody"
"grant::was";"lady_bertram::were"
"grant::was";"mary::everybody"
"grant::was";"mary::were"
"grant::was";"norris::everybody"
"grant::was";"norris::was"
"grant::was";"norris::were"
"grant::were";"henry::everybody"
"grant::were";"henry::was"
"grant::were";"henry::were"
"grant::were";"julia::everybody"
"grant::were";"julia::was"
"grant::were";"lady_bertram::everybody"
"grant::were";"lady_bertram::was"
"grant::were";"lady_bertram::were"
"grant::were";"mary::everybody"
"grant::were";"mary::was"
"grant::were";"mary::were"
"grant::were";"norris::everybody"
"grant::were";"norris::was"
"henry::everybody";"henry::was"
"henry::everybody";"henry::were"
"henry::everybody";"julia::everybody"
"henry::everybody";"julia::was"
"henry::everybody";"julia::were"
"henry::everybody";"lady_bertram::everybody"
"henry::everybody";"lady_bertram::was"
"henry::everybody";"lady_bertram::were"
"henry::everybody";"mary::everybody"
"henry::everybody";"mary::was"
"henry::everybody";"mary::were"
"henry::everybody";"norris::everybody"
"henry::everybody";"norris::was"
"henry::everybody";"norris::were"
"henry::was";"henry::were"
"henry::was";"julia::everybody"
"henry::was";"julia::was"
"henry::was";"julia::were"
"henry::was";"lady_bertram::everybody"
"henry::was";"lady_bertram::was"
"henry::was";"lady_bertram::were"
"henry::was";"mary::everybody"
"henry::was";"mary::were"
"henry::was";"norris::everybody"
"henry::was";"norris::was"
"henry::was";"norris::were"
"henry::were";"julia::everybody"
"henry::were";"julia::was"
"henry::were";"julia::were"
"henry::were";"lady_bertram::everybody"
"henry::were";"lady_bertram::was"
"henry::were";"lady_bertram::were"
"henry::were";"mary::everybody"
"henry::were";"mary::was"
"henry::were";"norris::everybody"
"henry::were";"norris::was"
"henry::were";"norris::were"
"julia::everybody";"julia::was"
"julia::everybody";"julia::were"
"julia::everybody";"lady_bertram::everybody"
"julia::everybody";"lady_bertram::was"
"julia::everybody";"lady_bertram::were"
"julia::everybody";"mary::everybody"
"julia::everybody";"mary::was"
"julia::everybody";"mary::were"
"julia::everybody";"norris::everybody"
"julia::everybody";"norris::was"
"julia::everybody";"norris::were"
"julia::was";"lady_bertram::everybody"
"julia::was";"lady_bertram::were"
"julia::was";"mary::everybody"
"julia::was";"mary::was"
"julia::was";"mary::were"
"julia::was";"norris::everybody"
"julia::was";"norris::were"
"julia::were";"lady_bertram::everybody"
"julia::were";"lady_bertram::was"
"julia::were";"lady_bertram::were"
"julia::were";"mary::everybody"
"julia::were";"mary::was"
"julia::were";"mary::were"
"julia::were";"norris::everybody"
"julia::were";"norris::was"
"julia::were";"norris::were"
"lady_bertram::everybody";"lady_bertram::was"
"lady_bertram::everybody";"lady_bertram::were"
"lady_bertram::everybody";"mary::everybody"
"lady_bertram::everybody";"mary::was"
"lady_bertram::everybody";"mary::were"
"lady_bertram::everybody";"norris::everybody"
"lady_bertram::everybody";"norris::was"
"lady_bertram::everybody";"norris::were"
"lady_bertram::was";"mary::everybody"
"lady_bertram::was";"mary::was"
"lady_bertram::was";"mary::were"
"lady_bertram::was";"norris::everybody"
"lady_bertram::were";"mary::everybody"
"lady_bertram::were";"mary::was"
"lady_bertram::were";"mary::were"
"lady_bertram::were";"norris::everybody"
"mary::everybody";"mary::was"
"mary::everybody";"mary::were"
"mary::everybody";"norris::everybody"
"mary::everybody";"norris::was"
"mary::everybody";"norris::were"
"mary::was";"mary::were"
"mary::was";"norris::everybody"
"mary::was";"norris::was"
"mary::was";"norris::were"
"mary::were";"norris::everybody"
"mary::were";"norris::was"
"mary::were";"norris::were"
"norris::everybody";"norris::was"
"norris::everybody";"norris::were"
"cottager::was";"tom::was"
"grant::word";"maria::word"
"julia::just";"maria::was"
"julia::was";"maria::just"
"maria::just";"maria::was"
"henry_crawford::after";"henry_crawford::delay"
"henry_crawford::after";"henry_crawford::him"
"henry_crawford::after";"henry_crawford::were"
"henry_crawford::after";"thomas::after"
"henry_crawford::after";"thomas::delay"
"henry_crawford::after";"thomas::him"
"henry_crawford::after";"thomas::were"
"henry_crawford::delay";"henry_crawford::him"
"henry_crawford::delay";"henry_crawford::were"
"henry_crawford::delay";"thomas::after"
"henry_crawford::delay";"thomas::delay"
"henry_crawford::delay";"thomas::him"
"henry_crawford::delay";"thomas::were"
"henry_crawford::him";"henry_crawford::were"
"henry_crawford::him";"thomas::after"
"henry_crawford::him";"thomas::delay"
"henry_crawford::him";"thomas::him"
"henry_crawford::him";"thomas::were"
"henry_crawford::were";"thomas::after"
"henry_crawford::were";"thomas::delay"
"henry_crawford::were";"thomas::him"
"henry_crawford::were";"thomas::were"
"thomas::after";"thomas::delay"
"thomas::delay";"thomas::him"
"thomas::delay";"thomas::were"
"fanny::was";"henry::was"
"fanny::was";"mary::was"
"henry::was";"yates::was"
"mary::was";"yates::was"
"thomas::alarm";"thomas::was"
"henry::were";"yates::were"
"mary::were";"yates::were"
"thomas::after";"thomas::considered"
"thomas::after";"thomas::over"
"thomas::after";"thomas::renewed"
"thomas::after";"yates::after"
"thomas::after";"yates::considered"
"thomas::after";"yates::over"
"thomas::after";"yates::renewed"
"thomas::after";"yates::was"
"thomas::after";"yates::were"
"thomas::considered";"thomas::over"
"thomas::considered";"thomas::renewed"
"thomas::considered";"yates::after"
"thomas::considered";"yates::considered"
"thomas::considered";"yates::over"
"thomas::considered";"yates::renewed"
"thomas::considered";"yates::was"
"thomas::considered";"yates::were"
"thomas::over";"thomas::renewed"
"thomas::over";"thomas::was"
"thomas::over";"thomas::were"
"thomas::over";"yates::after"
"thomas::over";"yates::considered"
"thomas::over";"yates::over"
"thomas::over";"yates::renewed"
"thomas::over";"yates::was"
"thomas::over";"yates::were"
"thomas::renewed";"thomas::was"
"thomas::renewed";"thomas::were"
"thomas::renewed";"yates::after"
"thomas::renewed";"yates::considered"
"thomas::renewed";"yates::over"
"thomas::renewed";"yates::renewed"
"thomas::renewed";"yates::was"
"thomas::renewed";"yates::were"
"thomas::was";"yates::after"
"thomas::was";"yates::considered"
"thomas::was";"yates::over"
"thomas::was";"yates::renewed"
"thomas::was";"yates::was"
"thomas::was";"yates::were"
"thomas::were";"yates::after"
"thomas::were";"yates::considered"
"thomas::were";"yates::over"
"thomas::were";"yates::renewed"
"thomas::were";"yates::was"
"thomas::were";"yates::were"
"yates::after";"yates::considered"
"yates::after";"yates::over"
"yates::after";"yates::renewed"
"yates::after";"yates::was"
"yates::after";"yates::were"
"yates::considered";"yates::over"
"yates::considered";"yates::renewed"
"yates::considered";"yates::was"
"yates::considered";"yates::were"
"yates::over";"yates::renewed"
"yates::over";"yates::was"
"yates::over";"yates::were"
"yates::renewed";"yates::was"
"yates::renewed";"yates::were"
"fanny::came";"fanny::decided"
"fanny::decided";"fanny::was"
"fanny::after";"fanny::light"
"william::after";"william::fagged"
"william::after";"william::herself"
"william::after";"william::him"
"william::after";"william::hot"
"william::after";"william::increased"
"william::after";"william::thinner"
"william::after";"william::was"
"william::fagged";"william::herself"
"william::fagged";"william::him"
"william::fagged";"william::hot"
"william::fagged";"william::increased"
"william::fagged";"william::thinner"
"william::fagged";"william::was"
"william::herself";"william::him"
"william::herself";"william::hot"
"william::herself";"william::increased"
"william::herself";"william::thinner"
"william::him";"william::hot"
"william::him";"william::increased"
"william::him";"william::thinner"
"william::him";"william::was"
"william::hot";"william::increased"
"william::hot";"william::thinner"
"william::hot";"william::was"
"william::increased";"william::thinner"
"william::increased";"william::was"
"william::thinner";"william::was"
"thomas::now";"thomas::who"
"mansfield::him";"mansfield::now"
"mansfield::him";"rushworth::him"
"mansfield::him";"rushworth::now"
"mansfield::him";"rushworth::was"
"mansfield::now";"rushworth::him"
"mansfield::now";"rushworth::now"
"mansfield::now";"rushworth::was"
"mansfield::was";"rushworth::him"
"mansfield::was";"rushworth::now"
"mansfield::was";"rushworth::was"
"rushworth::him";"rushworth::now"
"rushworth::him";"thomas::him"
"rushworth::him";"thomas::was"
"rushworth::was";"thomas::him"
"rushworth::him";"thomas::were"
"rushworth::him";"thomas::who"
"rushworth::was";"thomas::were"
"rushworth::were";"thomas::him"
"rushworth::were";"thomas::was"
"rushworth::were";"thomas::were"
"rushworth::were";"thomas::who"
"rushworth::who";"thomas::him"
"rushworth::who";"thomas::were"
"thomas::him";"thomas::who"
"thomas::were";"thomas::who"
"norris::alarm";"norris::interesting"
"norris::alarm";"norris::was"
"norris::interesting";"norris::was"
"fanny::alarm";"fanny::change"
"fanny::alarm";"fanny::him"
"fanny::alarm";"fanny::was"
"fanny::alarm";"thomas::alarm"
"fanny::alarm";"thomas::change"
"fanny::alarm";"thomas::him"
"fanny::alarm";"thomas::was"
"fanny::change";"fanny::him"
"fanny::change";"fanny::was"
"fanny::change";"thomas::alarm"
"fanny::change";"thomas::change"
"fanny::change";"thomas::him"
