"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","Crusoe","David Copperfield","Dombey and Son","Emma","Evelina","Frankenstein","Great Expectations","Hard Times","Little Dorrit","Mansfield Park","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Northanger Abbey","Oliver Twist","Our Mutual Friend","Persuasion","Pickwick","Pride and Prejudice","Sense and Sensibility","The Old Curiosity Shop","The unfortunate traveler"
"62","pretty",171,8,4,26,0,21,15,1,1,1,3,2,12,3,4,7,12,2,3,10,2,27,2,2,3,0
"63","tall",165,15,13,13,1,5,12,3,1,2,5,4,6,5,4,1,16,0,10,8,2,25,4,2,8,0
"64","loud",161,8,15,2,3,4,4,2,9,4,3,4,8,1,11,0,30,2,8,3,0,28,1,3,8,0
"65","awful",160,4,3,16,0,13,19,0,2,3,18,4,4,4,13,4,6,6,5,18,1,11,1,3,2,0
"66","lovely",159,1,4,8,0,9,11,8,6,17,3,0,7,9,6,1,11,2,4,32,2,6,3,2,7,0
"67","expressive",152,3,5,11,0,9,13,1,3,6,9,4,13,3,6,4,8,0,7,23,1,17,2,2,2,0
"68","nice",148,3,3,6,0,11,10,5,1,0,6,0,7,6,6,3,9,4,8,9,9,25,2,3,11,1
"69","delighted",147,1,8,6,2,17,4,13,7,2,3,0,9,8,16,1,6,5,3,6,5,6,10,6,2,1
"70","angry",146,4,6,8,1,9,15,6,11,1,3,2,11,9,9,3,5,5,3,9,2,6,8,6,4,0
"71","respectable",146,5,5,22,0,16,9,9,2,1,3,2,6,11,1,3,3,0,5,15,3,6,8,10,1,0
"72","unhappy",146,3,6,8,2,17,8,6,11,9,3,1,12,3,10,2,8,4,1,2,1,11,3,13,2,0
"73","useful",146,6,3,10,7,11,12,11,2,4,3,3,7,23,5,0,7,2,5,6,7,7,2,1,2,0
"74","violent",146,2,4,6,7,6,5,0,11,4,4,2,5,1,8,5,24,2,12,4,1,10,8,8,6,1
"75","professional",143,0,5,27,0,12,3,1,0,1,1,2,16,1,16,3,7,0,5,7,0,25,0,0,11,0
"76","cheerful",137,2,12,13,1,10,10,8,3,6,1,3,3,2,13,3,6,4,5,4,2,6,2,6,12,0
"77","unusual",136,6,8,13,0,4,22,3,2,2,4,1,5,4,17,3,12,3,8,4,1,10,0,1,3,0
"78","busy",135,7,8,13,1,8,12,5,2,5,5,3,9,5,12,2,9,1,2,7,1,8,1,2,7,0
"79","thoughtful",135,2,10,8,0,13,14,3,5,1,5,3,7,5,15,0,5,0,3,11,2,8,0,4,11,0
"80","capable",133,4,0,11,0,9,7,3,6,11,2,1,6,13,5,2,4,0,2,9,5,1,14,14,3,1
"81","generous",132,3,3,13,2,9,10,3,14,4,1,0,13,4,11,6,5,2,3,13,1,1,5,5,1,0
"82","clever",128,0,4,4,0,8,3,21,0,0,1,1,28,7,6,0,12,2,12,4,1,5,5,3,1,0
"83","cool",128,3,10,14,1,8,5,1,2,2,4,3,8,3,13,2,11,2,1,15,4,8,1,1,6,0
"84","foolish",126,3,7,7,4,10,4,7,11,1,3,2,4,6,7,0,16,3,1,3,1,8,5,5,8,0
"85","ashamed",123,0,3,8,1,8,2,9,16,1,6,1,10,9,3,2,9,6,1,4,2,8,10,2,2,0
"86","evil",123,5,7,3,2,7,8,9,3,8,3,5,5,11,10,1,4,1,3,8,1,5,1,5,8,0
"87","dangerous",122,8,9,12,3,7,5,7,4,4,4,3,5,3,7,5,5,1,6,5,3,9,1,2,4,0
"88","ridiculous",122,1,3,8,1,13,6,1,10,0,8,8,8,2,8,5,7,2,0,20,0,2,2,7,0,0
"89","thin",119,9,5,12,2,10,6,1,0,3,5,4,5,1,3,0,7,1,8,5,2,20,1,2,6,1
"90","clean",117,4,6,10,1,4,10,1,1,2,8,2,9,0,6,6,10,1,5,11,0,16,0,0,4,0
"91","ordinary",117,0,7,4,5,3,8,1,0,1,0,2,6,1,11,3,16,3,4,3,0,26,3,3,5,2
"92","fortunate",115,1,5,3,0,8,4,17,7,6,3,1,3,5,8,2,7,1,3,7,1,6,12,3,2,0
"93","grateful",113,2,3,5,0,5,10,6,7,1,6,1,6,4,13,5,3,0,3,9,2,2,4,6,10,0
"94","reasonable",113,1,4,8,4,4,3,15,1,1,3,3,5,8,8,1,5,2,3,4,0,9,10,8,1,2
"95","pleased",111,1,2,5,3,13,6,6,5,1,2,1,11,5,7,0,7,4,0,10,4,2,6,4,4,2
"96","affectionate",109,3,2,9,0,11,9,3,4,3,4,2,8,1,5,4,9,4,1,3,2,4,6,7,5,0
"97","ignorant",107,5,3,2,4,4,3,5,14,6,6,3,6,1,5,1,5,2,2,7,1,2,12,4,0,4
"98","awkward",104,1,4,4,2,4,3,12,6,0,0,1,4,3,7,4,14,0,2,6,0,12,10,3,2,0
"99","smart",101,0,4,3,0,2,10,0,3,0,2,0,3,1,13,2,8,1,4,12,1,18,2,6,5,1
"100","devoted",97,3,4,9,0,11,6,2,3,5,1,4,8,3,5,4,5,0,0,9,0,10,1,2,2,0
"101","powerful",97,2,4,11,0,2,15,3,1,3,6,1,5,2,4,1,6,0,5,7,3,10,2,1,3,0
"102","wise",95,4,11,5,2,9,5,3,0,0,2,1,9,1,6,3,2,0,3,8,2,9,2,1,3,4
"103","loving",94,3,5,13,0,22,15,0,0,0,2,4,5,0,2,2,5,1,1,9,1,0,0,0,4,0
"104","kind",92,0,1,4,0,11,10,11,5,2,1,2,6,5,13,1,6,1,0,2,0,1,2,1,7,0
"105","polite",91,5,2,10,0,7,7,1,7,0,5,0,10,0,2,3,4,3,1,11,3,1,3,4,2,0
"106","eager",90,0,4,3,1,3,6,11,8,1,3,1,2,4,4,0,4,3,6,1,5,1,5,6,4,4
"107","practical",89,2,3,12,0,9,5,0,0,2,1,12,20,1,8,0,2,0,0,6,0,1,0,0,5,0
"108","sad",86,3,8,4,1,4,6,5,2,3,3,1,4,8,7,1,6,0,4,3,3,2,3,0,5,0
"109","desirable",85,1,1,5,1,3,2,11,1,0,3,1,4,9,4,4,5,2,3,3,6,3,6,5,2,0
"110","faithful",85,3,1,17,7,5,6,1,4,1,3,2,7,1,2,0,7,4,3,5,0,1,1,1,3,0
"111","stupid",85,0,0,1,1,11,1,4,6,1,4,5,3,6,3,2,6,6,4,3,1,5,4,5,3,0
"112","lively",83,0,4,0,1,2,5,4,5,4,0,0,5,4,13,3,2,2,5,4,3,7,5,5,0,0
"113","interested",82,2,1,9,0,11,4,5,5,0,1,2,8,3,5,0,3,2,2,10,0,3,2,2,2,0
"114","surprised",82,1,0,7,2,11,4,0,6,1,2,3,11,8,5,0,5,2,1,2,1,3,3,3,1,0
"115","big",81,2,2,1,11,4,5,0,0,0,1,3,11,0,3,4,7,0,5,10,0,8,0,0,0,4
"116","calm",81,3,2,2,3,13,6,2,0,2,3,1,6,5,6,0,0,1,4,2,2,7,1,3,7,0
"117","modest",80,1,2,5,0,9,4,2,2,1,2,2,6,5,6,4,2,1,2,11,3,2,1,2,3,2
"118","satisfied",80,0,2,2,1,3,6,7,9,3,3,0,5,7,4,2,2,2,2,5,4,2,5,2,1,1
"119","bold",78,1,12,2,0,7,8,0,8,1,1,1,1,1,10,0,8,1,1,6,1,4,0,1,3,0
"120","popular",77,5,7,6,0,2,3,1,0,0,2,4,10,0,9,2,10,0,0,2,1,7,0,0,6,0
"121","youthful",77,2,3,9,0,15,8,0,1,2,2,1,6,0,2,3,6,1,4,5,1,3,0,2,1,0
"122","lucky",76,1,1,1,0,3,3,8,0,0,4,0,2,3,2,0,12,2,5,4,6,6,5,5,3,0
"123","independent",75,0,1,2,0,1,4,3,1,0,1,5,5,7,11,1,3,4,3,12,0,5,1,4,1,0
"124","distinguished",73,0,2,9,0,6,5,1,1,2,3,0,12,2,7,1,6,2,1,2,0,8,1,1,0,1
"125","genuine",72,2,2,10,0,2,5,1,1,0,4,2,10,3,6,4,2,3,4,5,0,2,0,1,3,0
"126","thankful",72,5,4,4,6,11,5,1,2,0,1,0,6,0,5,0,3,0,2,7,1,0,6,1,2,0
"127","elderly",71,4,2,3,0,5,7,0,1,0,3,2,5,0,3,2,9,0,3,3,0,13,1,1,4,0
"128","famous",71,2,4,8,2,10,2,2,2,0,2,2,11,1,5,0,0,7,1,1,0,5,0,0,1,3
"129","bitter",70,3,5,5,2,7,3,1,0,8,1,1,3,3,6,1,7,1,4,2,0,1,1,1,4,0
"130","careful",69,2,4,11,1,5,4,1,1,0,3,0,6,0,3,2,7,0,0,3,0,8,1,1,6,0
"131","cheap",69,0,1,3,0,4,4,2,2,0,0,3,3,0,12,0,10,1,5,6,1,6,1,1,4,0
"132","strict",69,2,4,4,2,2,1,2,2,0,6,1,4,3,5,1,7,1,3,6,5,3,0,2,3,0
"133","social",67,3,3,2,0,4,9,2,0,1,2,6,7,1,7,2,2,1,0,8,1,2,1,0,3,0
"134","brilliant",66,0,3,3,0,1,7,4,3,1,2,0,8,1,5,1,8,0,5,3,1,5,0,2,3,0
"135","decent",66,1,2,4,0,7,2,1,0,0,2,2,3,2,7,0,3,5,0,3,4,9,3,3,3,0
"136","lonely",66,3,6,4,0,7,11,0,0,2,4,1,3,1,1,2,1,0,7,5,0,4,0,0,4,0
"137","unreasonable",66,1,0,6,0,2,5,6,1,0,4,3,7,9,5,2,0,1,1,3,0,2,5,2,1,0
"138","uncomfortable",65,0,3,2,0,14,7,1,2,0,3,1,4,0,3,1,4,3,2,7,0,3,3,2,0,0
"139","valuable",65,1,3,2,2,1,4,7,0,2,2,1,5,4,4,0,1,1,3,3,4,5,6,4,0,0
"140","impatient",64,1,2,2,1,2,2,2,1,1,5,3,4,4,4,1,6,3,2,5,3,0,4,2,4,0
"141","impressive",62,1,3,6,0,6,6,0,0,0,2,3,5,0,5,1,2,0,5,6,0,11,0,0,0,0
"142","tired",62,2,3,2,1,5,3,3,3,0,1,1,5,1,3,3,3,5,2,4,1,2,2,0,7,0
"143","sloppy",61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,1,0,0,1,0
"144","attentive",60,3,1,7,0,3,5,3,2,0,2,5,8,3,1,2,4,0,1,2,1,0,5,2,0,0
"145","unlucky",60,1,4,1,1,5,1,3,6,0,1,4,5,5,2,1,0,0,0,7,0,3,7,3,0,0
"146","old-fashioned",59,3,3,14,0,7,10,2,0,0,1,1,3,0,3,1,2,3,0,2,0,1,0,1,2,0
"147","dumb",58,2,5,4,0,4,9,0,1,0,3,2,4,0,6,1,2,0,4,2,0,2,0,0,7,0
"148","nervous",58,1,2,1,0,8,4,5,0,3,5,1,1,1,4,0,5,0,4,3,1,5,0,4,0,0
"149","active",57,2,5,6,0,3,1,3,0,0,0,1,4,4,7,2,3,0,3,2,4,0,2,3,2,0
"150","admirable",56,3,1,2,0,3,3,2,2,3,2,1,10,0,5,1,2,0,0,2,0,8,3,1,1,1
"151","considerate",56,1,1,8,0,3,4,3,1,0,1,2,4,1,7,1,7,0,1,4,0,3,0,3,1,0
"152","respectful",56,0,2,3,0,7,5,2,4,0,1,3,0,0,4,3,7,0,3,3,0,4,1,1,3,0
"153","good-natured",54,2,4,2,0,3,5,3,0,0,1,0,6,1,6,3,4,3,0,2,1,0,2,4,2,0
"154","selfish",54,1,0,6,0,3,3,1,0,2,0,2,1,7,11,0,5,1,0,3,2,0,2,4,0,0
"155","liberal",53,1,0,0,0,1,1,7,1,1,2,0,5,1,6,3,2,3,2,4,1,2,2,5,3,0
"156","rude",53,0,6,2,0,3,2,5,6,5,1,1,1,0,3,0,1,2,0,3,0,3,2,3,4,0
"157","sensitive",52,1,1,5,0,8,10,0,0,2,3,0,6,0,2,1,2,0,1,5,0,2,0,0,3,0
"158","confident",51,4,3,2,0,6,4,0,1,1,1,0,4,1,2,2,5,1,1,2,1,3,2,3,2,0
"159","careless",49,3,3,4,0,1,0,2,3,1,1,2,4,3,8,0,2,0,2,5,0,1,1,3,0,0
"160","neat",46,1,1,7,0,3,3,2,0,1,2,2,3,1,9,0,1,1,2,3,0,2,0,1,1,0
"161","punctual",46,0,0,5,0,4,4,1,0,0,2,1,1,1,4,1,6,0,1,7,0,5,2,1,0,0
"162","thorough",46,2,5,1,1,1,2,6,0,0,0,1,2,3,1,0,1,0,1,4,1,0,3,5,0,6
"163","responsible",45,3,1,9,0,2,1,0,0,0,1,0,8,0,3,3,4,0,1,4,2,1,0,0,2,0
"164","successful",45,0,3,1,1,4,3,2,2,0,0,1,5,3,5,0,6,1,1,2,0,1,1,1,2,0
"165","amazing",43,0,3,1,0,4,3,2,0,0,0,1,4,3,3,2,1,1,0,7,0,0,2,0,6,0
"166","direct",43,5,3,3,0,1,3,3,0,0,2,1,5,1,1,1,2,0,0,2,0,1,1,6,2,0
"167","disappointed",43,1,2,2,0,2,1,0,0,0,0,1,5,1,1,0,1,2,3,6,1,2,6,3,3,0
"168","confused",42,5,1,2,1,3,5,0,0,0,3,1,4,1,3,1,2,0,2,2,0,3,1,0,2,0
"169","jealous",42,0,0,1,0,3,7,1,0,0,1,0,4,1,3,0,8,1,0,4,1,0,2,1,4,0
"170","childish",41,0,3,4,0,9,8,0,1,1,2,0,2,0,1,3,1,0,2,1,0,1,0,0,2,0
"171","harmless",41,2,2,6,0,1,0,1,0,3,0,0,2,0,6,1,4,2,1,7,0,2,0,1,0,0
"172","shy",41,0,0,5,0,5,2,0,2,0,1,1,5,2,4,2,0,0,0,5,2,0,1,1,3,0
"173","dependent",39,0,2,5,0,0,3,1,2,2,3,1,7,0,2,0,2,0,0,0,1,3,1,3,1,0
"174","religious",39,4,8,2,6,5,1,0,0,0,0,2,2,0,3,0,2,1,2,1,0,0,0,0,0,0
"175","encouraging",38,3,0,7,1,0,1,2,0,1,2,0,5,1,5,0,0,0,1,0,1,1,1,4,2,0
"176","entertaining",37,0,3,2,0,2,2,3,5,0,1,0,2,1,2,0,2,1,0,6,1,0,0,0,4,0
"177","terrific",37,1,1,1,0,3,3,0,0,5,1,1,3,0,1,1,3,1,3,2,0,6,1,0,0,0
"178","graceful",36,0,2,3,0,0,5,2,0,0,2,0,6,0,2,1,5,1,0,2,0,0,1,2,2,0
"179","negative",36,1,2,2,0,0,4,1,1,0,2,0,3,2,4,1,0,0,2,3,1,2,2,1,2,0
"180","suspicious",36,1,1,2,0,1,2,1,0,0,1,2,3,1,4,0,2,0,1,6,1,4,0,1,2,0
"181","artificial",35,0,0,2,0,1,6,0,0,0,1,1,4,1,4,0,4,0,0,3,3,2,0,1,2,0
"182","compassionate",35,4,1,2,0,5,2,3,2,0,1,2,0,0,2,0,0,0,0,2,0,3,1,4,1,0
"183","offensive",35,1,2,3,1,2,1,0,0,0,1,1,1,1,3,1,5,0,0,7,2,0,2,0,1,0
"184","troubled",35,3,1,8,0,1,2,0,0,1,1,2,3,0,3,2,0,0,1,2,0,1,0,0,3,1
"185","crazy",34,2,2,3,0,0,2,0,1,0,1,1,3,0,3,1,5,0,3,3,0,1,0,0,3,0
"186","firm",34,0,2,4,1,6,1,1,1,1,2,0,0,0,3,2,2,2,1,1,0,0,2,1,1,0
"187","passionate",34,2,1,2,0,4,0,0,2,2,0,0,4,0,1,2,1,0,3,6,0,2,0,1,1,0
"188","amusing",33,0,2,2,0,1,1,4,1,0,0,1,2,5,0,0,1,2,1,2,1,3,3,1,0,0
"189","hopeful",33,0,0,4,0,7,3,0,1,0,3,1,4,0,2,2,1,0,0,3,0,1,0,0,1,0
"190","peaceful",33,1,1,3,0,0,1,0,3,3,0,0,3,0,5,1,3,0,3,1,0,1,0,0,4,0
"191","prosperous",33,2,2,5,3,2,2,1,0,0,2,3,2,1,0,0,2,0,0,2,1,0,2,1,0,0
"192","daring",32,1,4,1,1,2,4,1,2,0,0,1,2,3,1,2,0,0,0,2,0,1,1,0,2,1
"193","intellectual",32,0,0,4,0,1,5,2,0,1,3,1,2,1,3,0,2,1,2,2,0,2,0,0,0,0
"194","noisy",32,0,3,2,0,0,0,1,0,1,0,1,0,1,5,1,3,0,5,1,0,0,1,2,5,0
"195","pathetic",32,1,0,2,0,4,3,0,1,1,1,3,2,0,3,3,2,0,0,3,1,0,0,0,2,0
"196","sincere",32,0,4,0,0,2,0,3,2,0,0,0,0,1,0,1,0,4,0,0,1,0,6,6,1,1
"197","greedy",31,1,2,4,0,1,1,0,0,0,2,2,0,0,4,1,3,2,1,6,0,0,0,0,1,0
"198","helpless",31,1,1,1,1,2,0,1,4,0,1,0,0,2,1,1,4,0,3,4,1,1,0,1,1,0
"199","consistent",30,0,1,2,0,3,1,0,0,1,4,1,1,3,3,1,0,0,0,3,0,1,2,0,3,0
"200","exciting",30,0,0,1,0,0,0,4,3,1,0,0,1,2,0,0,3,0,3,2,0,3,1,3,3,0
"201","positive",30,0,0,2,0,2,1,1,0,0,1,0,3,1,3,1,2,3,1,0,2,0,1,5,1,0
"202","tiny",30,1,1,1,0,3,2,0,0,0,0,0,13,0,3,1,3,0,0,0,0,1,0,0,1,0
"203","well-known",30,2,3,0,0,2,0,2,0,4,1,0,2,0,0,1,1,3,3,1,1,2,0,1,1,0
"204","accomplished",29,0,1,1,0,1,7,1,0,0,0,2,4,0,0,1,6,0,0,0,0,1,4,0,0,0
"205","embarrassed",29,0,1,3,0,1,3,1,6,0,0,0,3,0,1,1,0,0,0,3,0,1,2,1,2,0
"206","tough",29,0,2,5,0,1,10,0,0,0,0,0,2,1,4,0,0,0,0,2,0,1,0,0,1,0
"207","furious",28,4,4,0,2,0,2,0,0,1,3,0,2,0,0,1,2,0,1,2,0,4,0,0,0,0
"208","stable",28,2,4,1,0,0,1,2,0,0,1,0,2,0,2,0,3,0,0,1,0,1,0,2,6,0
"209","excited",27,3,2,0,0,3,1,0,1,2,1,0,1,0,1,1,2,0,1,1,1,4,1,0,1,0
"210","observant",27,1,1,3,0,2,5,0,0,0,1,1,1,0,2,1,0,0,1,4,1,1,0,2,0,0
"211","secure",27,0,4,0,4,0,1,2,0,1,1,0,1,0,0,0,0,4,0,1,1,0,3,3,1,0
"212","wealthy",26,0,0,1,1,0,4,0,1,0,0,1,4,0,3,0,2,3,1,1,1,0,0,1,2,0
"213","cautious",25,1,2,0,1,0,4,2,0,0,0,1,1,0,2,0,1,0,0,2,2,1,2,1,2,0
"214","feminine",25,2,1,1,0,0,1,1,2,2,1,2,0,2,1,2,1,0,0,4,0,0,0,1,1,0
"215","gorgeous",25,1,0,3,0,0,5,0,0,0,1,0,1,0,5,1,0,0,0,4,0,2,0,0,1,1
"216","middle-aged",25,0,0,4,0,3,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,13,0,0,1,0
"217","intelligent",24,0,0,4,0,0,0,3,0,0,1,1,1,0,4,0,0,0,1,2,3,1,2,1,0,0
"218","romantic",24,0,1,1,0,5,0,1,0,3,1,0,0,1,1,3,3,0,0,1,0,1,0,2,0,0
"219","bashful",23,0,0,2,0,4,0,0,1,0,1,0,4,0,2,0,1,0,1,0,0,4,0,1,2,0
"220","fascinating",23,1,1,5,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,6,0,2,0,1,1,0
"221","casual",22,1,1,2,2,2,1,0,0,0,0,0,3,0,1,0,2,0,0,5,0,1,0,0,1,0
"222","complicated",22,1,2,2,0,2,1,0,0,0,1,0,2,0,2,1,2,0,1,0,0,5,0,0,0,0
"223","concerned",22,0,0,3,0,0,1,2,2,0,0,0,2,1,0,1,1,1,0,1,1,0,2,4,0,0
"224","courteous",22,0,3,1,0,0,1,0,1,0,0,0,2,2,2,0,3,0,0,3,2,2,0,0,0,0
"225","disturbed",22,1,3,1,0,2,1,0,1,2,2,0,1,0,2,0,0,1,0,2,0,2,0,1,0,0
"226","conscientious",21,0,2,0,0,7,1,0,0,0,1,0,0,1,1,3,0,1,0,1,0,2,0,1,0,0
"227","experienced",21,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,2,0,4,2,1,3,0,1,2,0
"228","lazy",21,0,3,0,0,5,0,0,0,0,1,0,0,0,4,1,1,0,0,2,0,3,0,0,1,0
"229","mean",21,0,2,3,0,2,1,0,0,2,1,0,1,1,0,0,3,0,0,1,0,0,3,0,1,0
"230","playful",21,0,1,4,0,1,0,1,0,0,2,0,0,0,5,0,0,1,1,3,1,1,0,0,0,0
