"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"138","wise",9,3,1,0,2,2,1
"139","amazing",8,2,3,1,0,2,0
"140","brilliant",8,4,1,0,1,0,2
"141","compassionate",8,3,0,0,0,1,4
"142","confident",8,0,1,1,1,2,3
"143","devoted",8,2,3,0,0,1,2
"144","faithful",8,1,1,4,0,1,1
"145","genuine",8,1,3,3,0,0,1
"146","successful",8,2,3,1,0,1,1
"147","thin",8,1,1,1,2,1,2
"148","bitter",7,1,3,1,0,1,1
"149","cautious",7,2,0,0,2,2,1
"150","conceited",7,1,0,2,1,3,0
"151","considerate",7,3,1,0,0,0,3
"152","distinguished",7,1,2,2,0,1,1
"153","healthy",7,3,0,0,2,1,1
"154","jealous",7,1,1,1,1,2,1
"155","negative",7,1,2,0,1,2,1
"156","well-known",7,2,0,3,1,0,1
"157","admirable",6,2,0,0,0,3,1
"158","attractive",6,1,2,0,1,0,2
"159","cheap",6,2,0,1,1,1,1
"160","critical",6,2,1,0,1,0,2
"161","dependent",6,1,0,0,1,1,3
"162","disgusting",6,1,2,1,1,1,0
"163","entertaining",6,3,1,1,1,0,0
"164","firm",6,1,0,2,0,2,1
"165","graceful",6,2,0,1,0,1,2
"166","innocent",6,1,2,1,0,1,1
"167","irritated",6,1,1,2,0,1,1
"168","old-fashioned",6,2,0,3,0,0,1
"169","prosperous",6,1,1,0,1,2,1
"170","rough",6,1,4,0,0,1,0
"171","shy",6,0,2,0,2,1,1
"172","social",6,2,1,1,1,1,0
"173","accomplished",5,1,0,0,0,4,0
"174","artificial",5,0,1,0,3,0,1
"175","consistent",5,0,3,0,0,2,0
"176","daring",5,1,3,0,0,1,0
"177","good-looking",5,1,0,2,2,0,0
"178","helpless",5,1,2,0,1,0,1
"179","neat",5,2,1,1,0,0,1
"180","noisy",5,1,1,0,0,1,2
"181","offensive",5,0,1,0,2,2,0
"182","punctual",5,1,1,0,0,2,1
"183","wealthy",5,0,0,3,1,0,1
"184","bold",4,0,1,1,1,0,1
"185","courteous",4,0,2,0,2,0,0
"186","embarrassed",4,1,0,0,0,2,1
"187","feminine",4,1,2,0,0,0,1
"188","harmless",4,1,0,2,0,0,1
"189","intellectual",4,2,1,1,0,0,0
"190","joyful",4,1,1,1,0,0,1
"191","mean",4,0,1,0,0,3,0
"192","prejudiced",4,1,1,0,0,1,1
"193","respectful",4,2,0,0,0,1,1
"194","romantic",4,1,1,0,0,0,2
"195","stable",4,2,0,0,0,0,2
"196","stubborn",4,0,0,1,0,0,3
"197","suspicious",4,1,1,0,1,0,1
"198","unemployed",4,1,1,0,1,0,1
"199","unfair",4,3,0,0,0,0,1
"200","youthful",4,0,0,1,1,0,2
"201","careful",3,1,0,0,0,1,1
"202","compatible",3,1,0,0,1,1,0
"203","conscientious",3,0,1,1,0,0,1
"204","disrespectful",3,0,1,1,1,0,0
"205","experienced",3,0,1,0,1,0,1
"206","observant",3,0,0,0,1,0,2
"207","playful",3,1,0,1,1,0,0
"208","productive",3,0,0,0,0,1,2
"209","prominent",3,2,1,0,0,0,0
"210","sarcastic",3,1,1,0,0,1,0
"211","straightforward",3,3,0,0,0,0,0
"212","unfriendly",3,1,1,1,0,0,0
"213","witty",3,2,0,0,0,0,1
"214","ambitious",2,0,2,0,0,0,0
"215","clean",2,1,0,1,0,0,0
"216","competent",2,2,0,0,0,0,0
"217","confused",2,0,1,0,0,1,0
"218","depressed",2,2,0,0,0,0,0
"219","determined",2,1,1,0,0,0,0
"220","disabled",2,0,1,0,1,0,0
"221","disturbed",2,0,0,1,0,0,1
"222","elderly",2,0,0,0,0,1,1
"223","excited",2,0,0,0,1,1,0
"224","forgiving",2,1,0,0,0,1,0
"225","good-for-nothing",2,0,0,0,0,0,2
"226","greedy",2,0,0,2,0,0,0
"227","irrational",2,0,0,0,1,0,1
"228","loving",2,0,0,1,1,0,0
"229","popular",2,1,0,0,1,0,0
"230","professional",2,1,1,0,0,0,0
"231","prompt",2,0,0,0,1,1,0
"232","responsible",2,0,0,0,2,0,0
"233","sympathetic",2,0,1,1,0,0,0
"234","talkative",2,1,1,0,0,0,0
"235","terrific",2,0,0,1,0,1,0
"236","warm-hearted",2,0,2,0,0,0,0
"237","alert",1,1,0,0,0,0,0
"238","awake",1,1,0,0,0,0,0
"239","bashful",1,0,0,0,0,0,1
"240","courageous",1,1,0,0,0,0,0
"241","creative",1,0,0,0,0,1,0
"242","dishonest",1,0,0,0,0,1,0
"243","disobedient",1,0,0,0,0,0,1
"244","embarrassing",1,0,1,0,0,0,0
"245","energetic",1,1,0,0,0,0,0
"246","enthusiastic",1,0,0,0,0,0,1
"247","fascinating",1,0,0,0,0,0,1
"248","fat",1,0,0,0,0,1,0
"249","forgetful",1,0,0,0,1,0,0
"250","gifted",1,0,0,0,1,0,0
"251","hostile",1,0,0,0,0,0,1
"252","impolite",1,1,0,0,0,0,0
"253","indecisive",1,0,0,0,1,0,0
"254","inexperienced",1,0,1,0,0,0,0
"255","insane",1,1,0,0,0,0,0
"256","insulting",1,0,0,0,0,1,0
"257","irritable",1,0,0,0,1,0,0
"258","lonely",1,0,1,0,0,0,0
"259","mature",1,0,0,0,0,1,0
"260","narrow-minded",1,0,0,1,0,0,0
"261","passionate",1,0,0,0,0,0,1
"262","pathetic",1,0,0,0,1,0,0
"263","practical",1,0,1,0,0,0,0
"264","religious",1,0,0,1,0,0,0
"265","shallow",1,0,0,1,0,0,0
"266","sociable",1,0,0,0,0,0,1
"267","spontaneous",1,0,1,0,0,0,0
"268","thoughtless",1,0,0,0,1,0,0
"269","tough",1,0,1,0,0,0,0
"270","traditional",1,0,0,1,0,0,0
"271","abusive",0,0,0,0,0,0,0
"272","adorable",0,0,0,0,0,0,0
"273","adventurous",0,0,0,0,0,0,0
"274","aggravating",0,0,0,0,0,0,0
"275","aggressive",0,0,0,0,0,0,0
"276","alcoholic",0,0,0,0,0,0,0
"277","alone",0,0,0,0,0,0,0
"278","annoyed",0,0,0,0,0,0,0
"279","annoying",0,0,0,0,0,0,0
"280","appealing",0,0,0,0,0,0,0
"281","appreciated",0,0,0,0,0,0,0
"282","appreciative",0,0,0,0,0,0,0
"283","argumentative",0,0,0,0,0,0,0
"284","arrogant",0,0,0,0,0,0,0
"285","artistic",0,0,0,0,0,0,0
"286","assertive",0,0,0,0,0,0,0
"287","athletic",0,0,0,0,0,0,0
"288","average",0,0,0,0,0,0,0
"289","awesome",0,0,0,0,0,0,0
"290","believable",0,0,0,0,0,0,0
"291","big",0,0,0,0,0,0,0
"292","bored",0,0,0,0,0,0,0
"293","boring",0,0,0,0,0,0,0
"294","bossy",0,0,0,0,0,0,0
"295","brave",0,0,0,0,0,0,0
"296","businesslike",0,0,0,0,0,0,0
"297","carefree",0,0,0,0,0,0,0
"298","caring",0,0,0,0,0,0,0
"299","casual",0,0,0,0,0,0,0
"300","childish",0,0,0,0,0,0,0
"301","chubby",0,0,0,0,0,0,0
"302","closed-minded",0,0,0,0,0,0,0
"303","clumsy",0,0,0,0,0,0,0
"304","cocky",0,0,0,0,0,0,0
"305","colorful",0,0,0,0,0,0,0
"306","comical",0,0,0,0,0,0,0
"307","competitive",0,0,0,0,0,0,0
"308","complaining",0,0,0,0,0,0,0
"309","complicated",0,0,0,0,0,0,0
"310","compulsive",0,0,0,0,0,0,0
"311","confusing",0,0,0,0,0,0,0
"312","conservative",0,0,0,0,0,0,0
"313","constructive",0,0,0,0,0,0,0
"314","controlling",0,0,0,0,0,0,0
"315","controversial",0,0,0,0,0,0,0
"316","cooperative",0,0,0,0,0,0,0
"317","corrupt",0,0,0,0,0,0,0
"318","crabby",0,0,0,0,0,0,0
"319","cranky",0,0,0,0,0,0,0
"320","crazy",0,0,0,0,0,0,0
"321","cute",0,0,0,0,0,0,0
"322","dedicated",0,0,0,0,0,0,0
"323","defensive",0,0,0,0,0,0,0
"324","demanding",0,0,0,0,0,0,0
"325","democratic",0,0,0,0,0,0,0
"326","dependable",0,0,0,0,0,0,0
"327","disorganized",0,0,0,0,0,0,0
"328","dominant",0,0,0,0,0,0,0
"329","down-to-earth",0,0,0,0,0,0,0
"330","dumb",0,0,0,0,0,0,0
"331","easygoing",0,0,0,0,0,0,0
"332","educated",0,0,0,0,0,0,0
"333","effective",0,0,0,0,0,0,0
"334","efficient",0,0,0,0,0,0,0
"335","emotional",0,0,0,0,0,0,0
"336","employed",0,0,0,0,0,0,0
"337","encouraged",0,0,0,0,0,0,0
"338","ethical",0,0,0,0,0,0,0
"339","exceptional",0,0,0,0,0,0,0
"340","exhausted",0,0,0,0,0,0,0
"341","flexible",0,0,0,0,0,0,0
"342","forward",0,0,0,0,0,0,0
"343","frightening",0,0,0,0,0,0,0
"344","frustrated",0,0,0,0,0,0,0
"345","frustrating",0,0,0,0,0,0,0
"346","funny",0,0,0,0,0,0,0
"347","furious",0,0,0,0,0,0,0
"348","giving",0,0,0,0,0,0,0
"349","glamorous",0,0,0,0,0,0,0
"350","good-humored",0,0,0,0,0,0,0
"351","gorgeous",0,0,0,0,0,0,0
"352","grouchy",0,0,0,0,0,0,0
"353","grumpy",0,0,0,0,0,0,0
"354","handicapped",0,0,0,0,0,0,0
"355","hard-working",0,0,0,0,0,0,0
"356","heartbroken",0,0,0,0,0,0,0
"357","helpful",0,0,0,0,0,0,0
"358","hilarious",0,0,0,0,0,0,0
"359","homeless",0,0,0,0,0,0,0
"360","hopeful",0,0,0,0,0,0,0
"361","hot-tempered",0,0,0,0,0,0,0
"362","humiliated",0,0,0,0,0,0,0
"363","humorous",0,0,0,0,0,0,0
"364","idealistic",0,0,0,0,0,0,0
"365","imaginative",0,0,0,0,0,0,0
"366","immature",0,0,0,0,0,0,0
"367","impressive",0,0,0,0,0,0,0
"368","impulsive",0,0,0,0,0,0,0
"369","incompetent",0,0,0,0,0,0,0
"370","inconsiderate",0,0,0,0,0,0,0
"371","influential",0,0,0,0,0,0,0
"372","informal",0,0,0,0,0,0,0
"373","insecure",0,0,0,0,0,0,0
"374","insensitive",0,0,0,0,0,0,0
"375","intimidating",0,0,0,0,0,0,0
"376","involved",0,0,0,0,0,0,0
"377","irresponsible",0,0,0,0,0,0,0
"378","irritating",0,0,0,0,0,0,0
"379","kind-hearted",0,0,0,0,0,0,0
"380","knowledgeable",0,0,0,0,0,0,0
"381","laid-back",0,0,0,0,0,0,0
"382","laughing",0,0,0,0,0,0,0
"383","lazy",0,0,0,0,0,0,0
"384","level-headed",0,0,0,0,0,0,0
"385","likeable",0,0,0,0,0,0,0
"386","logical",0,0,0,0,0,0,0
"387","lonesome",0,0,0,0,0,0,0
"388","lovable",0,0,0,0,0,0,0
"389","loyal",0,0,0,0,0,0,0
"390","masculine",0,0,0,0,0,0,0
"391","materialistic",0,0,0,0,0,0,0
"392","messy",0,0,0,0,0,0,0
"393","middle-aged",0,0,0,0,0,0,0
"394","middle-class",0,0,0,0,0,0,0
"395","moody",0,0,0,0,0,0,0
"396","motherly",0,0,0,0,0,0,0
"397","muscular",0,0,0,0,0,0,0
"398","naive",0,0,0,0,0,0,0
"399","needy",0,0,0,0,0,0,0
"400","neglected",0,0,0,0,0,0,0
"401","neighborly",0,0,0,0,0,0,0
"402","normal",0,0,0,0,0,0,0
"403","nosy",0,0,0,0,0,0,0
"404","obnoxious",0,0,0,0,0,0,0
"405","obsessive",0,0,0,0,0,0,0
"406","open-minded",0,0,0,0,0,0,0
"407","opinionated",0,0,0,0,0,0,0
"408","optimistic",0,0,0,0,0,0,0
"409","organized",0,0,0,0,0,0,0
"410","outgoing",0,0,0,0,0,0,0
"411","outspoken",0,0,0,0,0,0,0
"412","outstanding",0,0,0,0,0,0,0
"413","overrated",0,0,0,0,0,0,0
"414","overworked",0,0,0,0,0,0,0
"415","patient",0,0,0,0,0,0,0
"416","peaceful",0,0,0,0,0,0,0
"417","perceptive",0,0,0,0,0,0,0
"418","persistent",0,0,0,0,0,0,0
"419","persuasive",0,0,0,0,0,0,0
"420","phony",0,0,0,0,0,0,0
"421","pleasing",0,0,0,0,0,0,0
"422","possessive",0,0,0,0,0,0,0
"423","predictable",0,0,0,0,0,0,0
"424","preoccupied",0,0,0,0,0,0,0
"425","presentable",0,0,0,0,0,0,0
"426","procrastinating",0,0,0,0,0,0,0
"427","protective",0,0,0,0,0,0,0
"428","radical",0,0,0,0,0,0,0
"429","realistic",0,0,0,0,0,0,0
"430","rebellious",0,0,0,0,0,0,0
"431","reckless",0,0,0,0,0,0,0
"432","relaxed",0,0,0,0,0,0,0
"433","reliable",0,0,0,0,0,0,0
"434","resourceful",0,0,0,0,0,0,0
"435","respected",0,0,0,0,0,0,0
"436","retarded",0,0,0,0,0,0,0
"437","rowdy",0,0,0,0,0,0,0
"438","rushed",0,0,0,0,0,0,0
"439","scared",0,0,0,0,0,0,0
"440","seductive",0,0,0,0,0,0,0
"441","self-assured",0,0,0,0,0,0,0
"442","self-centered",0,0,0,0,0,0,0
"443","self-confident",0,0,0,0,0,0,0
"444","self-conscious",0,0,0,0,0,0,0
"445","self-sufficient",0,0,0,0,0,0,0
"446","self-supporting",0,0,0,0,0,0,0
"447","senile",0,0,0,0,0,0,0
"448","sensitive",0,0,0,0,0,0,0
"449","sentimental",0,0,0,0,0,0,0
"450","sexy",0,0,0,0,0,0,0
"451","short-tempered",0,0,0,0,0,0,0
"452","skilled",0,0,0,0,0,0,0
"453","skillful",0,0,0,0,0,0,0
"454","skinny",0,0,0,0,0,0,0
"455","sleepy",0,0,0,0,0,0,0
"456","slender",0,0,0,0,0,0,0
"457","slim",0,0,0,0,0,0,0
"458","sloppy",0,0,0,0,0,0,0
"459","snobbish",0,0,0,0,0,0,0
"460","soft-spoken",0,0,0,0,0,0,0
"461","sophisticated",0,0,0,0,0,0,0
"462","spoiled",0,0,0,0,0,0,0
"463","stingy",0,0,0,0,0,0,0
"464","stuck-up",0,0,0,0,0,0,0
"465","superstitious",0,0,0,0,0,0,0
"466","supportive",0,0,0,0,0,0,0
"467","talented",0,0,0,0,0,0,0
"468","temperamental",0,0,0,0,0,0,0
"469","tense",0,0,0,0,0,0,0
"470","thinking",0,0,0,0,0,0,0
"471","tiny",0,0,0,0,0,0,0
"472","tolerant",0,0,0,0,0,0,0
"473","troubled",0,0,0,0,0,0,0
"474","trusted",0,0,0,0,0,0,0
"475","trusting",0,0,0,0,0,0,0
"476","trustworthy",0,0,0,0,0,0,0
"477","truthful",0,0,0,0,0,0,0
"478","unattractive",0,0,0,0,0,0,0
"479","undependable",0,0,0,0,0,0,0
"480","understandable",0,0,0,0,0,0,0
"481","understanding",0,0,0,0,0,0,0
"482","uneducated",0,0,0,0,0,0,0
"483","unfaithful",0,0,0,0,0,0,0
"484","unforgettable",0,0,0,0,0,0,0
"485","ungraceful",0,0,0,0,0,0,0
"486","uninhibited",0,0,0,0,0,0,0
"487","unpopular",0,0,0,0,0,0,0
"488","unpredictable",0,0,0,0,0,0,0
"489","unreliable",0,0,0,0,0,0,0
"490","unstable",0,0,0,0,0,0,0
"491","unsure",0,0,0,0,0,0,0
"492","upset",0,0,0,0,0,0,0
"493","wasteful",0,0,0,0,0,0,0
"494","weird",0,0,0,0,0,0,0
"495","well",0,0,0,0,0,0,0
"496","well-adjusted",0,0,0,0,0,0,0
"497","well-liked",0,0,0,0,0,0,0
"498","well-to-do",0,0,0,0,0,0,0
"499","wishy-washy",0,0,0,0,0,0,0
