"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"70","busy",112,7,8,13,8,12,5,3,9,12,2,9,2,7,8,7
"71","clean",111,4,6,10,4,10,8,2,9,6,6,10,5,11,16,4
"72","cool",111,3,10,14,8,5,4,3,8,13,2,11,1,15,8,6
"73","lovely",110,1,4,8,9,11,3,0,7,6,1,11,4,32,6,7
"74","interesting",106,2,5,11,6,6,4,6,11,8,2,11,7,13,11,3
"75","thin",105,9,5,12,10,6,5,4,5,3,0,7,8,5,20,6
"76","cheerful",103,2,12,13,10,10,1,3,3,13,3,6,5,4,6,12
"77","violent",103,2,4,6,6,5,4,2,5,8,5,24,12,4,10,6
"78","respectable",102,5,5,22,16,9,3,2,6,1,3,3,5,15,6,1
"79","ordinary",98,0,7,4,3,8,0,2,6,11,3,16,4,3,26,5
"80","angry",97,4,6,8,9,15,3,2,11,9,3,5,3,9,6,4
"81","ridiculous",97,1,3,8,13,6,8,8,8,8,5,7,0,20,2,0
"82","dangerous",94,8,9,12,7,5,4,3,5,7,5,5,6,5,9,4
"83","unhappy",94,3,6,8,17,8,3,1,12,10,2,8,1,2,11,2
"84","generous",92,3,3,13,9,10,1,0,13,11,6,5,3,13,1,1
"85","loving",92,3,5,13,22,15,2,4,5,2,2,5,1,9,0,4
"86","clever",89,0,4,4,8,3,1,1,28,6,0,12,12,4,5,1
"87","delighted",88,1,8,6,17,4,3,0,9,16,1,6,3,6,6,2
"88","useful",87,6,3,10,11,12,3,3,7,5,0,7,5,6,7,2
"89","practical",86,2,3,12,9,5,1,12,20,8,0,2,0,6,1,5
"90","smart",86,0,4,3,2,10,2,0,3,13,2,8,4,12,18,5
"91","foolish",83,3,7,7,10,4,3,2,4,7,0,16,1,3,8,8
"92","grateful",83,2,3,5,5,10,6,1,6,13,5,3,3,9,2,10
"93","evil",82,5,7,3,7,8,3,5,5,10,1,4,3,8,5,8
"94","powerful",82,2,4,11,2,15,6,1,5,4,1,6,5,7,10,3
"95","devoted",81,3,4,9,11,6,1,4,8,5,4,5,0,9,10,2
"96","wise",80,4,11,5,9,5,2,1,9,6,3,2,3,8,9,3
"97","affectionate",79,3,2,9,11,9,4,2,8,5,4,9,1,3,4,5
"98","popular",75,5,7,6,2,3,2,4,10,9,2,10,0,2,7,6
"99","pleased",71,1,2,5,13,6,2,1,11,7,0,7,0,10,2,4
"100","polite",70,5,2,10,7,7,5,0,10,2,3,4,1,11,1,2
"101","youthful",70,2,3,9,15,8,2,1,6,2,3,6,4,5,3,1
"102","awkward",68,1,4,4,4,3,0,1,4,7,4,14,2,6,12,2
"103","elderly",68,4,2,3,5,7,3,2,5,3,2,9,3,3,13,4
"104","ashamed",67,0,3,8,8,2,6,1,10,3,2,9,1,4,8,2
"105","big",66,2,2,1,4,5,1,3,11,3,4,7,5,10,8,0
"106","capable",66,4,0,11,9,7,2,1,6,5,2,4,2,9,1,3
"107","bold",65,1,12,2,7,8,1,1,1,10,0,8,1,6,4,3
"108","faithful",65,3,1,17,5,6,3,2,7,2,0,7,3,5,1,3
"109","kind",65,0,1,4,11,10,1,2,6,13,1,6,0,2,1,7
"110","careful",64,2,4,11,5,4,3,0,6,3,2,7,0,3,8,6
"111","fortunate",63,1,5,3,8,4,3,1,3,8,2,7,3,7,6,2
"112","genuine",63,2,2,10,2,5,4,2,10,6,4,2,4,5,2,3
"113","interested",63,2,1,9,11,4,1,2,8,5,0,3,2,10,3,2
"114","lonely",63,3,6,4,7,11,4,1,3,1,2,1,7,5,4,4
"115","calm",62,3,2,2,13,6,3,1,6,6,0,0,4,2,7,7
"116","distinguished",62,0,2,9,6,5,3,0,12,7,1,6,1,2,8,0
"117","impressive",62,1,3,6,6,6,2,3,5,5,1,2,5,6,11,0
"118","reasonable",62,1,4,8,4,3,3,3,5,8,1,5,3,4,9,1
"119","cheap",61,0,1,3,4,4,0,3,3,12,0,10,5,6,6,4
"120","modest",61,1,2,5,9,4,2,2,6,6,4,2,2,11,2,3
"121","sad",61,3,8,4,4,6,3,1,4,7,1,6,4,3,2,5
"122","sloppy",61,0,0,0,1,0,0,0,0,0,0,1,0,57,1,1
"123","social",60,3,3,2,4,9,2,6,7,7,2,2,0,8,2,3
"124","dumb",57,2,5,4,4,9,3,2,4,6,1,2,4,2,2,7
"125","surprised",56,1,0,7,11,4,2,3,11,5,0,5,1,2,3,1
"126","independent",55,0,1,2,1,4,1,5,5,11,1,3,3,12,5,1
"127","thankful",55,5,4,4,11,5,1,0,6,5,0,3,2,7,0,2
"128","brilliant",54,0,3,3,1,7,2,0,8,5,1,8,5,3,5,3
"129","famous",54,2,4,8,10,2,2,2,11,5,0,0,1,1,5,1
"130","ignorant",54,5,3,2,4,3,6,3,6,5,1,5,2,7,2,0
"131","uncomfortable",54,0,3,2,14,7,3,1,4,3,1,4,2,7,3,0
"132","bitter",53,3,5,5,7,3,1,1,3,6,1,7,4,2,1,4
"133","old-fashioned",53,3,3,14,7,10,1,1,3,3,1,2,0,2,1,2
"134","strict",52,2,4,4,2,1,6,1,4,5,1,7,3,6,3,3
"135","stupid",51,0,0,1,11,1,4,5,3,3,2,6,4,3,5,3
"136","lively",50,0,4,0,2,5,0,0,5,13,3,2,5,4,7,0
"137","sensitive",50,1,1,5,8,10,3,0,6,2,1,2,1,5,2,3
"138","considerate",48,1,1,8,3,4,1,2,4,7,1,7,1,4,3,1
"139","decent",48,1,2,4,7,2,2,2,3,7,0,3,0,3,9,3
"140","respectful",48,0,2,3,7,5,1,3,0,4,3,7,3,3,4,3
"141","lucky",47,1,1,1,3,3,4,0,2,2,0,12,5,4,6,3
"142","tired",46,2,3,2,5,3,1,1,5,3,3,3,2,4,2,7
"143","admirable",44,3,1,2,3,3,2,1,10,5,1,2,0,2,8,1
"144","attentive",44,3,1,7,3,5,2,5,8,1,2,4,1,2,0,0
"145","desirable",44,1,1,5,3,2,3,1,4,4,4,5,3,3,3,2
"146","nervous",44,1,2,1,8,4,5,1,1,4,0,5,4,3,5,0
"147","impatient",43,1,2,2,2,2,5,3,4,4,1,6,2,5,0,4
"148","responsible",43,3,1,9,2,1,1,0,8,3,3,4,1,4,1,2
"149","eager",42,0,4,3,3,6,3,1,2,4,0,4,6,1,1,4
"150","unreasonable",42,1,0,6,2,5,4,3,7,5,2,0,1,3,2,1
"151","active",41,2,5,6,3,1,0,1,4,7,2,3,3,2,0,2
"152","confident",41,4,3,2,6,4,1,0,4,2,2,5,1,2,3,2
"153","punctual",41,0,0,5,4,4,2,1,1,4,1,6,1,7,5,0
"154","good-natured",40,2,4,2,3,5,1,0,6,6,3,4,0,2,0,2
"155","neat",40,1,1,7,3,3,2,2,3,9,0,1,2,3,2,1
"156","childish",39,0,3,4,9,8,2,0,2,1,3,1,2,1,1,2
"157","confused",39,5,1,2,3,5,3,1,4,3,1,2,2,2,3,2
"158","satisfied",39,0,2,2,3,6,3,0,5,4,2,2,2,5,2,1
"159","careless",36,3,3,4,1,0,1,2,4,8,0,2,2,5,1,0
"160","amazing",35,0,3,1,4,3,0,1,4,3,2,1,0,7,0,6
"161","jealous",35,0,0,1,3,7,1,0,4,3,0,8,0,4,0,4
"162","selfish",35,1,0,6,3,3,0,2,1,11,0,5,0,3,0,0
"163","unlucky",35,1,4,1,5,1,1,4,5,2,1,0,0,7,3,0
"164","valuable",35,1,3,2,1,4,2,1,5,4,0,1,3,3,5,0
"165","harmless",34,2,2,6,1,0,0,0,2,6,1,4,1,7,2,0
"166","successful",34,0,3,1,4,3,0,1,5,5,0,6,1,2,1,2
"167","crazy",33,2,2,3,0,2,1,1,3,3,1,5,3,3,1,3
"168","shy",33,0,0,5,5,2,1,1,5,4,2,0,0,5,0,3
"169","troubled",33,3,1,8,1,2,1,2,3,3,2,0,1,2,1,3
"170","direct",32,5,3,3,1,3,2,1,5,1,1,2,0,2,1,2
"171","hopeful",32,0,0,4,7,3,3,1,4,2,2,1,0,3,1,1
"172","liberal",32,1,0,0,1,1,2,0,5,6,3,2,2,4,2,3
"173","religious",32,4,8,2,5,1,0,2,2,3,0,2,2,1,0,0
"174","suspicious",32,1,1,2,1,2,1,2,3,4,0,2,1,6,4,2
"175","artificial",30,0,0,2,1,6,1,1,4,4,0,4,0,3,2,2
"176","disappointed",30,1,2,2,2,1,0,1,5,1,0,1,3,6,2,3
"177","graceful",30,0,2,3,0,5,2,0,6,2,1,5,0,2,0,2
"178","rude",30,0,6,2,3,2,1,1,1,3,0,1,0,3,3,4
"179","terrific",30,1,1,1,3,3,1,1,3,1,1,3,3,2,6,0
"180","tiny",30,1,1,1,3,2,0,0,13,3,1,3,0,0,1,1
"181","dependent",29,0,2,5,0,3,3,1,7,2,0,2,0,0,3,1
"182","greedy",29,1,2,4,1,1,2,2,0,4,1,3,1,6,0,1
"183","offensive",29,1,2,3,2,1,1,1,1,3,1,5,0,7,0,1
"184","passionate",29,2,1,2,4,0,0,0,4,1,2,1,3,6,2,1
"185","pathetic",29,1,0,2,4,3,1,3,2,3,3,2,0,3,0,2
"186","negative",28,1,2,2,0,4,2,0,3,4,1,0,2,3,2,2
"187","tough",28,0,2,5,1,10,0,0,2,4,0,0,0,2,1,1
"188","encouraging",27,3,0,7,0,1,2,0,5,5,0,0,1,0,1,2
"189","intellectual",27,0,0,4,1,5,3,1,2,3,0,2,2,2,2,0
"190","peaceful",27,1,1,3,0,1,0,0,3,5,1,3,3,1,1,4
"191","entertaining",26,0,3,2,2,2,1,0,2,2,0,2,0,6,0,4
"192","noisy",26,0,3,2,0,0,0,1,0,5,1,3,5,1,0,5
"193","compassionate",25,4,1,2,5,2,1,2,0,2,0,0,0,2,3,1
"194","firm",25,0,2,4,6,1,2,0,0,3,2,2,1,1,0,1
"195","furious",25,4,4,0,0,2,3,0,2,0,1,2,1,2,4,0
"196","middle-aged",25,0,0,4,3,0,1,0,0,2,0,0,1,0,13,1
"197","accomplished",24,0,1,1,1,7,0,2,4,0,1,6,0,0,1,0
"198","consistent",24,0,1,2,3,1,4,1,1,3,1,0,0,3,1,3
"199","gorgeous",24,1,0,3,0,5,1,0,1,5,1,0,0,4,2,1
"200","observant",24,1,1,3,2,5,1,1,1,2,1,0,1,4,1,0
"201","prosperous",24,2,2,5,2,2,2,3,2,0,0,2,0,2,0,0
"202","stable",24,2,4,1,0,1,1,0,2,2,0,3,0,1,1,6
"203","daring",23,1,4,1,2,4,0,1,2,1,2,0,0,2,1,2
"204","complicated",22,1,2,2,2,1,1,0,2,2,1,2,1,0,5,0
"205","excited",22,3,2,0,3,1,1,0,1,1,1,2,1,1,4,1
"206","bashful",21,0,0,2,4,0,1,0,4,2,0,1,1,0,4,2
"207","fascinating",21,1,1,5,1,1,0,0,1,0,2,0,0,6,2,1
"208","helpless",21,1,1,1,2,0,1,0,0,1,1,4,3,4,1,1
"209","lazy",21,0,3,0,5,0,1,0,0,4,1,1,0,2,3,1
"210","thorough",21,2,5,1,1,2,0,1,2,1,0,1,1,4,0,0
"211","casual",20,1,1,2,2,1,0,0,3,1,0,2,0,5,1,1
"212","reckless",20,0,3,0,0,6,2,0,2,0,0,2,1,3,0,1
"213","embarrassed",19,0,1,3,1,3,0,0,3,1,1,0,0,3,1,2
"214","persuasive",19,0,2,1,0,2,1,0,6,2,1,2,0,0,1,1
"215","wealthy",19,0,0,1,0,4,0,1,4,3,0,2,1,1,0,2
"216","well-known",19,2,3,0,2,0,1,0,2,0,1,1,3,1,2,1
"217","adventurous",18,3,3,1,2,2,0,0,3,0,0,2,0,1,1,0
"218","ambitious",18,0,1,2,1,8,0,0,0,0,0,2,1,3,0,0
"219","conscientious",18,0,2,0,7,1,1,0,0,1,3,0,0,1,2,0
"220","playful",18,0,1,4,1,0,2,0,0,5,0,0,1,3,1,0
"221","respected",18,0,0,1,0,1,1,1,2,2,2,0,0,6,2,0
"222","sleepy",18,1,1,1,4,0,0,0,3,0,0,1,0,1,5,1
"223","cautious",17,1,2,0,0,4,0,1,1,2,0,1,0,2,1,2
"224","courteous",17,0,3,1,0,1,0,0,2,2,0,3,0,3,2,0
"225","disturbed",17,1,3,1,2,1,2,0,1,2,0,0,0,2,2,0
"226","feminine",17,2,1,1,0,1,1,2,0,1,2,1,0,4,0,1
"227","gifted",17,0,5,0,1,0,1,0,0,1,1,2,1,1,2,2
"228","positive",17,0,0,2,2,1,1,0,3,3,1,2,1,0,0,1
"229","romantic",17,0,1,1,5,0,1,0,0,1,3,3,0,1,1,0
"230","sarcastic",17,1,0,3,0,5,0,0,1,0,0,4,0,1,0,2
"231","amusing",16,0,2,2,1,1,0,1,2,0,0,1,1,2,3,0
"232","exciting",16,0,0,1,0,0,0,0,1,0,0,3,3,2,3,3
"233","joyful",16,0,0,7,1,2,0,0,0,2,1,0,1,1,1,0
"234","patient",16,0,2,2,1,0,0,3,1,1,1,3,0,2,0,0
"235","clumsy",15,2,2,0,1,0,1,0,1,3,0,1,0,4,0,0
"236","embarrassing",15,1,2,0,0,0,0,0,0,1,1,3,0,4,3,0
"237","experienced",15,0,0,0,0,1,0,0,1,0,0,2,4,2,3,2
"238","good-looking",15,0,0,2,1,0,2,0,1,1,0,4,2,1,1,0
"239","humorous",15,0,0,0,1,2,0,0,1,2,1,0,1,0,4,3
"240","intelligent",15,0,0,4,0,0,1,1,1,4,0,0,1,2,1,0
"241","mean",15,0,2,3,2,1,1,0,1,0,0,3,0,1,0,1
"242","slender",15,0,0,1,2,4,1,0,2,1,1,1,0,0,0,2
"243","aggravating",14,0,0,0,3,0,2,1,2,0,0,1,1,2,0,2
"244","motherly",14,0,1,3,2,2,2,0,2,0,0,1,0,1,0,0
"245","prominent",14,0,1,3,1,1,2,1,0,0,0,2,0,1,0,2
"246","argumentative",13,1,0,3,1,1,1,0,2,0,0,1,0,2,1,0
"247","chubby",13,1,0,1,1,3,0,0,0,1,0,0,0,4,2,0
"248","inexperienced",13,0,1,2,1,1,0,0,1,0,0,2,0,2,2,1
"249","obnoxious",13,1,1,0,2,1,2,0,1,2,1,0,0,0,1,1
"250","sentimental",13,0,0,0,0,0,0,2,1,3,0,0,1,3,2,1
"251","shallow",13,0,3,0,1,0,0,0,1,2,0,0,1,4,0,1
"252","depressed",12,1,1,1,0,1,1,0,3,1,1,1,0,1,0,0
"253","enthusiastic",12,0,0,1,0,1,0,1,0,1,0,1,1,1,5,0
"254","healthy",12,2,0,1,0,1,0,1,0,0,3,1,0,0,0,3
"255","rebellious",12,0,2,0,0,2,1,0,0,0,0,1,1,1,2,2
"256","straightforward",12,0,0,3,0,1,0,1,2,3,0,1,0,0,1,0
"257","insulting",11,0,0,0,0,2,2,0,1,1,1,1,2,0,1,0
"258","kind-hearted",11,0,2,2,0,0,0,0,1,0,0,2,3,0,1,0
"259","mature",11,0,0,0,1,2,0,0,0,0,0,1,1,6,0,0
"260","weird",11,1,0,1,0,0,4,0,2,0,1,0,0,2,0,0
"261","comical",10,0,0,1,1,0,0,1,0,2,1,1,0,1,1,1
"262","corrupt",10,0,2,2,1,1,0,0,2,2,0,0,0,0,0,0
"263","disabled",10,0,1,0,1,1,1,1,3,0,0,0,0,1,1,0
"264","dishonest",10,0,0,0,2,1,0,2,0,0,0,0,0,1,2,2
"265","scared",10,2,1,1,3,1,0,0,1,0,1,0,0,0,0,0
"266","adorable",9,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0
"267","attractive",9,0,0,2,0,0,1,1,3,0,0,1,1,0,0,0
"268","average",9,0,0,1,1,0,0,2,1,1,0,0,0,1,1,1
"269","competent",9,0,0,0,1,1,1,0,2,0,1,1,0,1,0,1
"270","concerned",9,0,0,3,0,1,0,0,2,0,1,1,0,1,0,0
"271","critical",9,0,1,0,0,1,2,0,0,0,0,1,1,1,2,0
"272","energetic",9,1,1,0,0,0,0,1,0,0,0,0,0,1,3,2
"273","forgiving",9,0,1,0,1,0,2,0,2,2,0,0,0,0,1,0
"274","frightening",9,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1
"275","irritable",9,0,0,1,0,1,0,0,2,1,0,3,0,0,1,0
"276","muscular",9,0,1,1,0,0,2,0,0,0,0,1,1,1,2,0
"277","prompt",9,0,0,1,0,1,0,0,1,0,0,4,1,0,1,0
"278","secure",9,0,4,0,0,1,1,0,1,0,0,0,0,1,0,1
"279","trustworthy",9,0,2,1,0,1,0,0,1,0,0,0,1,3,0,0
"280","appealing",8,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1
"281","funny",8,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2
"282","loyal",8,1,1,1,0,0,0,0,1,0,2,0,0,0,2,0
"283","needy",8,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1
"284","sincere",8,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1
"285","unpopular",8,1,0,3,0,0,0,0,0,2,0,1,0,1,0,0
"286","exceptional",7,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0
"287","imaginative",7,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0
"288","influential",7,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0
"289","insane",7,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
"290","irritated",7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3
"291","logical",7,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0
"292","prejudiced",7,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0
"293","productive",7,0,0,1,0,0,0,0,0,0,0,1,2,0,2,1
"294","slim",7,0,1,0,0,0,0,0,0,2,0,1,0,1,2,0
"295","spontaneous",7,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0
"296","stubborn",7,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0
"297","talented",7,0,0,0,1,0,0,0,1,2,0,2,0,0,1,0
"298","talkative",7,0,1,0,2,0,0,0,0,0,0,1,0,0,2,1
"299","alert",6,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0
"300","athletic",6,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
"301","awake",6,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1
"302","disgusting",6,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0
"303","disrespectful",6,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0
"304","inconsiderate",6,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1
"305","lonesome",6,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1
"306","persistent",6,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"307","presentable",6,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0
"308","skinny",6,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0
"309","arrogant",5,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
"310","compatible",5,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0
"311","effective",5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"312","forgetful",5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0
"313","homeless",5,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0
"314","masculine",5,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1
"315","moody",5,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1
"316","normal",5,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0
"317","sympathetic",5,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0
"318","tolerant",5,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0
"319","unemployed",5,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0
"320","unfair",5,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"321","warm-hearted",5,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
"322","artistic",4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"323","confusing",4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
"324","courageous",4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"325","hard-working",4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"326","hostile",4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"327","irritating",4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"328","laughing",4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"329","outstanding",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
"330","tense",4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"331","thoughtless",4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
"332","abusive",3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"333","businesslike",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"334","conceited",3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"335","cute",3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"336","dominant",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"337","flexible",3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"338","helpful",3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"339","informal",3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"340","irrational",3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"341","reliable",3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"342","sociable",3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"343","superstitious",3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"344","aggressive",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"345","alone",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"346","annoying",2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"347","defensive",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"348","determined",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"349","efficient",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"350","encouraged",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"351","forward",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
